year,types_of_waste,etroi_establishments_number,generated_waste_quantity
2010, Fruit etc.: sludge (in-house waste water treatment),63.0,129.7
2010, Processing of fruits vegetables etc.,41.0,83.1
2010, Sugar production: beetroot,16.0,1274.8
2010, Sugar manufacture: Not spec. calcium carbonate sludge,4.0,204.1
2010, Sugar production: sludge (own waste water treatment),2305.0,23.8
2010, Sugar production: Waste nec,2305.0,23.8
2010, Milk processing: For processing/processing. unsuitable tax,79.0,47.4
2010, Milk processing: sludge (in-house waste water treatment),35.0,86.9
2010, Milk processing: waste angle,6.0,0.4
2010,Bakery Sweetware: For vegetables/vegetables. unsuitable. St.,231.0,141.4
2010, BakerySweetware: Cases of preservation substances,2305.0,23.8
2010, Bakery sweetware: shambles (own waste water treatment),66.0,27.9
2010, Manufacturing of Bake- and Sweetware: Waste nec,45.0,21.2
2010, Drinks: Drops from the washer cleaning and,39.0,58.7
2010, Drinks: Drops from the alcohol distillation,9.0,189.9
2010, Beverages: Waste from the chemical treatment,2305.0,23.8
2010, Drinks: For vegetables/vegetables. uneaten stuff,63.0,590.0
2010, Drinks: muds,44.0,59.6
2010, Manufacturing of beverages: waste nec,32.0,503.2
2010,Waste from woodworking etc,2305.0,23.8
2010, Woodworking ao: bark and cork case,44.0,678.9
2010, Sawdust shavings cuttings wood chipboard,57.0,22.3
2010, Sawdust shavings trimmings wood chipboard. (oh.030104),856.0,2896.0
2010,Wood processing and others: Fall off angle,40.0,8.5
2010, Halogen-free organic wood protection products,4.0,0.9
2010, Chloroorganic wood protection substances,2305.0,23.8
2010, metal-organic wood protection materials,2305.0,23.8
2010, Inorganic wood protection materials,2305.0,23.8
2010, Other wood protection products containing hazardous substances,6.0,0.0
2010, wood protection materials,5.0,0.0
2010, Paper production among other things: bark and wood sawmills,39.0,291.0
2010, Sulphite lamb (from recovery of coal gas),2305.0,23.8
2010, Deinking slasses from paper recycling,13.0,1027.7
2010, Mechanically separated paper cuts,110.0,792.3
2010, Errors from Sorting v. Paper for recycling,349.0,748.5
2010, Limestone Falls,9.0,13.6
2010, Fiberballs fiber filler and overlay mud,135.0,1785.9
2010, mud a. plant.wastewater treatment(oh.030310),39.0,164.4
2010,Paper production among other things: waste etc,38.0,798.2
2010,Scraps from the Leather Fur and Textile Industry,2305.0,23.8
2010, Flesh shavings and hot spots,3.0,0.0
2010, Cremated glued leather,6.0,20.2
2010, Degreasing waste solvent-free non-liquid phase,2305.0,23.8
2010, chrome-containing Gerbera broth,2305.0,23.8
2010, Chromium-free tannery broth,2305.0,23.8
2010, Chromium-containing slimes,11.0,20.3
2010, Chromium-free sludges,2305.0,23.8
2010, Chrome-containing cases made of aged leather,38.0,6.2
2010, Errors from the alignment and the finish,15.0,0.3
2010, Leather and leather industry: Waste etc,14.0,1.7
2010, Cases from composite materials (elastomer etc.),107.0,41.6
2010, Organic substances from natural substances (e.g. fats),10.0,3.8
2010, Drops from the finish with organ. Solvent,7.0,0.0
2010, Failures from the Finish (OH 040214),11.0,0.6
2010,Dyes and pigments with hazardous substances,4.0,0.0
2010, Dyes and Pigments (oh 040216),10.0,0.5
2010, Textile industry: sludge (own waste water treatment),5.0,0.0
2010, sludge from on-site Sewage treatment (oh.040219),25.0,2.2
2010, Drops from untreated textile fibers,63.0,13.1
2010, Drops from processed textile fibers,298.0,42.9
2010, Textile Industry: Waste Ang,26.0,2.2
2010,Drains from the oil refining earth gas purification,2305.0,23.8
2010, Soil Refinement: desalination sludges,2305.0,23.8
2010, Soil Refinement: Soil Sludges from Tanks,56.0,13.5
2010, Soil Refinement: Acid alkyl sludge,2305.0,23.8
2010, Oil Refinement: Spilled Oil,2305.0,23.8
2010, Oil Refinement: Oil Halt.Schlämme a.Betriebsvorg.,41.0,13.3
2010, Soil Refining: Acid tars,2305.0,23.8
2010, Oil Refining: Other Tars,6.0,0.2
2010,Petroleum refinery: sludge (in-house waste water treatment),11.0,4.7
2010, mud a. businesssign. Sewage treatment (oh.050109),5.0,4.4
2010, Petroleum refinery: Abf. from Brennstrein. with bases,2305.0,23.8
2010, Oil Refining: Acid-Containing Oils,2305.0,23.8
2010, Ölraff.: Sludges from boilers made of boiling water.,2305.0,23.8
2010, Oil Refining: Drops from Cold Columns,2305.0,23.8
2010, Soil Refining: Used filter tone,17.0,0.6
2010, Petroleum refining: sulfur h. Falls from oil spills,8.0,0.3
2010, Earth Refinement: Bitumen,2305.0,23.8
2010, Earth Refining: Fall off Ang,2305.0,23.8
2010, Coal pyrolysis: acid tars,2305.0,23.8
2010, Coal Pyrolysis: Other Tars,37.0,7.3
2010, Coal pyrolysis: Drops from cold columns,2305.0,23.8
2010, Coal pyrolysis: Waste nec,3.0,0.0
2010, Natural gas cleaning transport: mercury h. waste,2305.0,23.8
2010,Natural gas cleaning transport:Sulphurous waste,9.0,0.6
2010, Earth gas cleaning transport: waste not otherwise specified,2305.0,23.8
2010,Drops from inorganic-chemical processes,2305.0,23.8
2010, Sulfur Acid and Sulfur Acid,194.0,113.5
2010, salt acid,51.0,13.5
2010, flux acid,9.0,0.2
2010, Phosphorous acid and phosphoric acid,30.0,0.5
2010, saltpeter acid and saltpeter acid,35.0,1.5
2010, other acids,588.0,10.1
2010, Acid: Waste nec,17.0,0.1
2010, calcium hydroxide,13.0,0.6
2010, ammonium hydroxide,33.0,6.7
2010, Sodium and Potassium Hydroxides,65.0,9.1
2010, Other basins,505.0,13.3
2010, Bases: waste nec,16.0,2.3
2010, Solid salts and solutions containing cyanide,21.0,0.7
2010, Solid salts and solutions containing heavy metals,115.0,6.4
2010, Feast Salts and Solutions (such as 060311 and 060313),233.0,157.0
2010,Metal oxides which contain heavy metals,21.0,7.2
2010, Metal oxides (OH 060315),49.0,37.5
2010, Salts salt solutions metal oxides: waste not otherwise specified,7.0,0.2
2010, arsenic-containing waste,11.0,0.6
2010, Quicksilver-containing falls,579.0,4.9
2010, Ores that contain other heavy metals,76.0,43.0
2010, metal containing deposits,5.0,0.1
2010, sluices from the company's own water treatment,69.0,48.6
2010, sludge from on-site Waste water tank (oh.060502),135.0,103.2
2010, Wastes that contain dangerous sulfides,6.0,0.2
2010, Sulphide-containing falls (without 060602),4.0,0.5
2010, Sulfur containing chemicals: Waste nec,2305.0,23.8
2010, Asbestos containing wastes from electrolysis,2305.0,23.8
2010, Activated charcoal from Chlorhersthaling,3.0,0.1
2010, Quicksilver containing barium sulphate slags,2305.0,23.8
2010,Solutions and acids eg contact acid,3.0,0.6
2010, Halogen: waste nec,5.0,0.1
2010, Wastes containing hazardous chlorethane,3.0,2.3
2010, silicon,19.0,18.2
2010, Phosphorous slag,2305.0,23.8
2010, Calcium-based reactions,2305.0,23.8
2010, Reactions on Calcium Base (oh 060903),2305.0,23.8
2010, Phosphorous Chemicals: Wastes and,2305.0,23.8
2010, Stickföth.Chemik.: Waste with gäfärl. fabrics,6.0,0.4
2010, Nitrogen-containing Chemicals: Wastes,2305.0,23.8
2010, Reactions on calcium basis a. Titanium dioxide.,2305.0,23.8
2010, Inorganic pigments color donors: waste not otherwise specified,4.0,1.5
2010, Inorganic plant protection products wood protection products,12.0,0.1
2010, Used activated carbon (without 060702),133.0,2.0
2010, IndustryRussian,36.0,3.8
2010, Waste from the asbestos processing,4.0,0.0
2010, Oven and chimney soot,2305.0,23.8
2010,Inorganic Chemical Processes,2305.0,23.8
2010,Fallen from organic chemical processes,2305.0,23.8
2010, Org.Basic chemistry: Aqueous washing liquid mother liquors,179.0,34.4
2010, Organic basic chemistry: halogen organic solvents washing fl.,280.0,48.8
2010, Org.Basic Chemistry:Losemitels washing fluids,1003.0,145.0
2010, Org.basic chemistry: halogen reaction distillation residue.,43.0,56.6
2010, Org. Basic Chemistry: reaction and distillation residues.,139.0,101.9
2010, Org.Basic chemistry: Halog.filter cake absorbent mat.,19.0,0.5
2010, Org.Basic Chemistry: And. Filter cake absorbent mat.,42.0,4.1
2010, Org. basic chemistry: sludge (company waste water tank),40.0,8.7
2010, Sludge from company-owned Waste water tank (oh.070111),15.0,4.1
2010, Organic Basic Chemicals: Waste nec,27.0,3.9
2010, Plastics: Aqueous detergents mother liquors,63.0,128.6
2010, Plastic: halogen organic solvent washing liquid.,50.0,3.0
2010,Plastic: organic. Solvents detergents,168.0,36.2
2010, Plastic: halogen. Reaction Distill.Residues,43.0,6.3
2010, Plastics: Reaction distillation reciprocating stands,791.0,131.0
2010, Plastic: Halogen. Filter cake absorbent mat.,10.0,0.2
2010, Plastics: And. Filter cakes suction materials,44.0,4.8
2010, Plastic:Slammers(own waste water treatment),20.0,1.3
2010, sludge from on-site Waste water tank (oh.070211),41.0,21.8
2010, plastic bags,1299.0,327.9
2010, Plastics: Waste from additives with dangerous St.,62.0,2.8
2010, Cases of additives (without 070214),33.0,2.4
2010, Plastic: Dangerous. Cases containing silicone,7.0,0.7
2010, Silicon-containing waste (without 070216),18.0,0.6
2010, Plastic fiber synthetic rubber: fall off,239.0,164.7
2010, Organic dyes: Aqueous wash bottles mother liquors,33.0,3.0
2010, Organic dyes: halogen org. Solvents detergents,31.0,0.2
2010, Org.Dyes:SolventWashfleddaen,418.0,47.7
2010, Organic dyes: halogen. Reaction distill.reset.,8.0,1.1
2010, Organic dyes: reaction and distillation residues,22.0,4.0
2010, Organic dyes: Halog. Filter cake absorbent mat.,4.0,0.2
2010, Organic dyes: other filter cakes absorption mat.,11.0,1.2
2010, Organic dyes: sludge (own waste water treatment),3.0,0.2
2010, Sludge from company-owned Waste water tank (oh.070311),12.0,1.8
2010, Organic Dyes Pigments:,2305.0,23.8
2010, Pesticides: Aqueous wash mother liquor.,14.0,17.5
2010, Plant protection agent.: halogen organic solvents washing fl.,10.0,52.1
2010, Plant protection materials: Organ. Solvents detergents,19.0,30.7
2010, Plant protection agents: halogen.reactiondistill.reset,8.0,21.7
2010, Pesticides: reaction distillation residue,7.0,5.1
2010,Plant protection products: halogen filter cake absorbent mat,5.0,0.2
2010, Plant protection materials: filter cake absorbent mat.,8.0,0.5
2010, Plant protection: sludge (company wastewater tank),3.0,0.2
2010, Sludge from company-owned Waste water tank (oh.070411),2305.0,23.8
2010, Plant protection products: Solid waste with hazardous substances,7.0,0.9
2010, Plant protection products such as:,2305.0,23.8
2010, Pharmaceuticals: Aqueous detergents mother liquors,44.0,62.7
2010, Pharmaceuticals: halogen organic solvents washing fl.,59.0,34.6
2010, Pharmaceuticals: organ. detergent detergent.,91.0,76.2
2010, Pharmaceuticals: halogen reaction distillation residue.,11.0,2.4
2010, Pharmaceuticals: Reactions- Distillation-Remains,42.0,4.2
2010, Pharmaceuticals: halogen filter cake absorbent mat.,6.0,0.4
2010, Pharmaceuticals: filter cakes augmentation materials,21.0,1.6
2010,Pharmaceuticals: sludge (in-house waste water treatment),5.0,0.2
2010, sludge from on-site Sewage treatment (oh.070511),11.0,3.6
2010, Pharmaceuticals: Festivities with danger. fabrics,30.0,1.3
2010, Fixed Falls (without 070513),41.0,16.1
2010, Pharmaceuticals: waste not otherwise specified,74.0,14.9
2010, Fats soaps: Aqueous washing bottles mother liquors,133.0,42.5
2010, Fats soaps: halogen organic solvents washing fl.,51.0,0.3
2010, Fats soaps: organ. detergent detergent.,199.0,9.9
2010, Fats soaps: Halogen.reaction distill.residue.,3.0,0.4
2010, Fette Siefen: Reactions distillation residues,380.0,34.2
2010, Fats soaps: halogen filter cake absorbent mat.,4.0,0.3
2010, Fats sieves: filter cakes absorption materials,25.0,2.8
2010, Fats Sifen: Sludges (own waste water treatment),6.0,0.2
2010, sludge from on-site Waste water tank (oh.070611),28.0,9.2
2010,Greases sifen lubricants etc.: Waste nec,142.0,28.4
2010, Fine chemicals: Aqueous detergents mother liquors,191.0,64.2
2010, Fine chemicals: halogen organic solvents washing fl.,177.0,17.5
2010, Fine chemicals: organ. detergent detergent.,610.0,55.4
2010, Fine chemicals: halogen reaction distillation residue.,34.0,8.0
2010, Fine chemicals: reaction and distillation residues.,69.0,98.4
2010, Fine chemicals: halogen filter cake absorbent mat.,15.0,0.9
2010, Fine chemicals: Filter cakes suction materials,42.0,2.5
2010, Fine chemicals: sludge (own waste water treatment),14.0,1.2
2010, Sludge from company-owned Sewage treatment (oh.070711),7.0,1.1
2010, Fine chemicals: waste nec,14.0,0.8
2010,Cases from HZVA v. Coatings adhesives etc.,2305.0,23.8
2010, Paint and lacquer falls with dangerous substances,3927.0,42.7
2010, Waste paint and varnish (oh 080111),851.0,16.9
2010,Paints and lacquers with dangerous substances,688.0,22.3
2010, Color and varnish sludge (oh 080113),54.0,9.8
2010, Paints varnishes: Aqueous sludge with danger. St.,198.0,13.6
2010, Aqueous sludge (OH 080115),558.0,42.8
2010, Falling from the color - or paint removal,358.0,17.7
2010, Drops from colour. Paint removal (OH. 080117),170.0,8.5
2010, Aqueous suspensions colors or lacquer included,41.0,8.2
2010, Aqueous suspensions (OH 080119),122.0,5.1
2010, Paint or varnish remover waste,38.0,0.2
2010, Colors shades: colors,20.0,0.3
2010, Cases of coating powder,112.0,2.6
2010, Wet stones containing ceramic materials,31.0,2.7
2010, Water suspensions ceramic. Materials included,6.0,3.6
2010, Other Coatings: Waste Ang,2305.0,23.8
2010, Watery mud that contains printing colors,18.0,0.3
2010,Wet and liquid ravines i.e. print colors included,59.0,6.6
2010, Printing inks with hazardous substances,340.0,11.3
2010, Ink Cases (without 080312),106.0,2.5
2010, Printing inks with dangerous substances,120.0,4.0
2010, Printing ink sludge (without 080314),12.0,0.4
2010, Cases of use solutions,2305.0,23.8
2010, Toner bags that contain hazardous substances,34.0,0.0
2010, Toner waste (without 080317),288.0,0.7
2010, Dispersion oil,2305.0,23.8
2010, Print color:,10.0,0.3
2010, Adhesive and sealant cases with ear. St.,1111.0,16.6
2010, Adhesive and sealant waste (oh 080409),248.0,13.1
2010, Klebstob and Dijksmalshalte Slumme,24.0,0.5
2010, Adhesive and dense mass hold. Muds(oh.080411),12.0,0.3
2010, Adhesive sealant: Aqueous sludge with hazardous level,25.0,0.4
2010, Aqueous sludges (OH 080413),57.0,4.3
2010,Adhesive sealant: water liquid removal with dangerous item,15.0,0.5
2010, Watery liquid falls (without 080415),37.0,15.2
2010, Adhesives thickeners: Harzols,2305.0,23.8
2010, Adhesives Thick Masses: Waste Ang,14.0,0.8
2010, Isocyanate drops,54.0,0.3
2010,Drops from the photographic industry,2305.0,23.8
2010, Developer and activator solutions on water basis,671.0,6.5
2010, offset printing plates-twisting solutions,366.0,10.3
2010, Developer solutions on chemical basis,24.0,0.1
2010, Fixing bath,581.0,2.5
2010, Bleach solutions and bleach fixer baths,11.0,0.1
2010, Silver-bearing deposits from Beh. photographer. waste,4.0,0.0
2010, Film and photographic papers with silver,268.0,1.6
2010, Film and photographic papers without silver,138.0,1.5
2010, Single camera without battery,2305.0,23.8
2010, Single-camera cameras with batteries (160601-160603),2305.0,23.8
2010, Single-camera cameras with batteries (one 090111),2305.0,23.8
2010, Falls from silver recovery (without 090106),2305.0,23.8
2010, Photographic Industry: Photographs,16.0,0.1
2010,Drops from thermal processes,2305.0,23.8
2010, rust and Boiler ash slag boiler st.(oh.100104),416.0,4610.5
2010, Coal fired filter rods,51.0,1093.5
2010, Filter rods from torching and firing,31.0,54.9
2010, Filter rods and boiler rods from oil firing,15.0,3.2
2010, Reactions on Calcium Base in Firmer Form,40.0,391.2
2010, Reactions based on Calcium (Scales),5.0,3.1
2010, Sulfur Acid,3.0,0.0
2010, Filter dust from emulsified carbon dioxide,2305.0,23.8
2010, Grate and boiler ash slag boiler dust,11.0,28.9
2010, rust and Boiler ash slag boiler (oh.100114),30.0,332.8
2010, Filters made of waste material,11.0,19.7
2010,Filter rods from waste co-combustion (oh.100116),26.0,863.2
2010, Absences from the exhaust gas treatment with danger. St.,22.0,7.5
2010, Waste a. Exhaust gas treatment (oh.100105100107100118),18.0,13.6
2010, Power plants etc.: sludge (own waste water treatment),6.0,1.4
2010, mud a. operational.wastewater treatment(oh.100120),10.0,4.6
2010, Power plants among others: Aqueous sludge a. To install boiler cleaning.,2305.0,23.8
2010, Water Filters from Boiler cleaning (oh.100122),8.0,0.5
2010, Power plants among others: sand from spiral layer firing,2305.0,23.8
2010, Errors from storage and preparation of Brenst.,3.0,4.8
2010, Drops from cooling water treatment,2305.0,23.8
2010, Power plants including Burnnsansanlagen:Affalle ang,4.0,0.0
2010, Iron- Steel.: Cases from slag processing,14.0,514.7
2010, Iron steel ind.: unprocessed slag,73.0,1851.9
2010, Iron steel ind.: Solid waste from gas treatment.,56.0,345.1
2010, Cases of exhaust gas treatment (oh 100207),33.0,425.3
2010, Iron-steel cylinder: mill scale,81.0,483.8
2010, Iron-steel cylinder: oil content. Abf. from cooling water flow.,8.0,3.2
2010, Drops from the cooling water treatment (one 100211),2305.0,23.8
2010, Iron-steel cylinder: sludges filters. To install from exhaust tank.,8.0,63.3
2010, Sludge and filter cake from exhaust gas tank. (oh.100213),6.0,159.8
2010, Iron- Stahlind.: Other ladles and filter cakes,17.0,593.1
2010, Iron and steel industry: Fallen etc,23.0,66.0
2010, Aluminum metallurgy: anode scrap,5.0,0.6
2010, Aluminum Metallurgy: Slag from first smelt,2305.0,23.8
2010, Aluminum Metallurgy: Aluminum oxide waste,12.0,11.3
2010, Aluminum Metallurgy:Salt slags a.Second melt.,7.0,194.3
2010, Aluminum Metallurgy:Black scabs a.Zweitsch.,3.0,1.5
2010, Aluminum Metallurgy: Scum (flammable),35.0,17.9
2010, Scum (OH 100315),38.0,58.5
2010, Aluminum Metallurgy: Tar. Abf. from anode manufacturer.,2305.0,23.8
2010, Waste from anode production (oh 100317),2305.0,23.8
2010, Aluminum metallurgy: filter dust with hazardous St.,10.0,3.8
2010, Filter dust (without 100319),3.0,0.0
2010, Aluminum Metallurgy: Other particles and dust,7.0,1.2
2010, Other particles and dust (without 100321),8.0,3.3
2010, Aluminum Metallurgy: Solid waste a. To install exhaust treatment,19.0,10.6
2010, Fixed discharge from exhaust gas treatment (oh. 100323),2305.0,23.8
2010, Aluminum metallurgy: sludge filter k.a.,5.0,0.2
2010, Slurries and filter cakes from exhaust gas treatment (oh.100325),2305.0,23.8
2010, Aluminum-Metallurgy: Ölh.Abf. from cooling water flow.,2305.0,23.8
2010, Failures from the cooling water treatment (oh 100327),2305.0,23.8
2010,Aluminum Metallurgy: Abf.a. tank v.salt slag,2305.0,23.8
2010, Cases of treatment of salt slag (oh.100329),2305.0,23.8
2010, Aluminum Metallurgy: Fall off angle,11.0,1.1
2010, Lead metallurgy: slags (primary secondary slag),3.0,66.9
2010, Lead Metal.: ScabiesScum (FirstSecond.),57.0,4.5
2010, Lead Metallurgy:Calcium Arsenates,2305.0,23.8
2010, Blackmetallurgy: filter dust,3.0,0.9
2010, Black metallurgy: Other particles and dust,10.0,1.1
2010, White metallurgy: Festa fall from exhaust gas treatment,3.0,0.4
2010, Blackmetallurgy: Muds Filterk. To install from flue gas tank,2305.0,23.8
2010, Black Metallurgy: Oil. Drains from cooling water.,2305.0,23.8
2010, Drops from the cooling water treatment (oh 100409),2305.0,23.8
2010, Blackmetallurgy: Fall off angle,3.0,0.1
2010, Zincmetallurgy: slag (primary secondary smelting),5.0,2.0
2010,Zinc Metallurgy: Filter Dust,5.0,0.2
2010, Zincmetallurgy: Other particles and dust,13.0,2.1
2010, zinc metallurgy,6.0,0.1
2010, Zincmetallurgy: muds filters. To install from exhaust tank.,2305.0,23.8
2010, Zincmetallurgy: Oil. Drains from cooling water.,2305.0,23.8
2010, Drops from the cooling water treatment (oh 100508),2305.0,23.8
2010, Zincmetallurgy: Scabies Scum (Flammable),2305.0,23.8
2010, Scabies scum (OH 100510),6.0,0.4
2010, Zincmetallurgy: Waste nec,3.0,0.0
2010, Copper metallurgy: slags (primary secondary smelting),4.0,17.3
2010, Coppermetal.: Scabbers Scum (first second sm.),8.0,8.7
2010, Copper metallurgy: filter dust,6.0,1.6
2010, Coppermetallurgy: Other particles and dust,7.0,2.5
2010, Copper metallurgy: Solid waste a.Offgas treatment,4.0,2.4
2010, Copper metallurgy: sludges filters. a.Exhaust gas tank,2305.0,23.8
2010, Copper Metallurgy: Oil H.Abf. from cooling water flow.,2305.0,23.8
2010, Drops from the cooling water treatment (one 100609),2305.0,23.8
2010, Coppermetallurgy: Drop angle,3.0,0.3
2010, Silbermet.ua: Slags (first second melting),2305.0,23.8
2010, Silbermet.ua: scabies scum (first second smear),4.0,0.0
2010, Silbermet.ua: Fest away from exhaust gas treatment,2305.0,23.8
2010, Silbermet.ua: Other particles and dust,9.0,0.2
2010, Silbermet.ua: sludge filter cake a.Abgasbeh.,2305.0,23.8
2010, Silbermet.ua: Oil-containing waste a.Cooling water tank.,2305.0,23.8
2010, Drops from the cooling water treatment (one 100707),2305.0,23.8
2010, Silver gold platinum metallurgy: waste nec,2305.0,23.8
2010, Non-ferrous metallurgy: particles and dust,12.0,1.7
2010, Non-ferrous metal: salt slags (first sweet melt),2305.0,23.8
2010,Non-ferrous metallurgy: Other slag,8.0,32.3
2010, Non-ferrous metallurgy: dross scum (flammable),3.0,0.1
2010, Scabies scum (without 100810),60.0,4.8
2010, non-ferrous metal: tar Falls from anode manufacturer.,2305.0,23.8
2010, Carbon containing deposits (without 100812),2305.0,23.8
2010, Non-ferrous metallurgy: anode scrap,2305.0,23.8
2010, Non-ferrous metallurgy: filter dust with hazardous level,23.0,3.3
2010, Filter dust (without 100815),9.0,0.2
2010, Non-ferrous metallurgy: sludges filters k.a.,2305.0,23.8
2010, Sludge and filter cake from exhaust gas treatment (oh.100817),2305.0,23.8
2010, Non-ferrous metallurgy: Oil H.Abf. from cooling water flow.,2305.0,23.8
2010, Drops from the cooling water treatment (one 100819),2305.0,23.8
2010, Nonferrous Metallurgy: Fall off angle,4.0,0.0
2010, Ironsteel: furnace slag,113.0,274.5
2010,Iron Steel: Casting forms and sand before casting,6.0,2.2
2010, Casting forms and sand before casting (oh.100905),42.0,128.8
2010, Iron Steel: Casting forms and sand after casting,4.0,2.4
2010, Casting molds and sand after casting (without 100907),170.0,1587.7
2010, Iron Steel: Filter tubes with dangerous substances,24.0,5.2
2010, Filter dust (without 100909),59.0,52.2
2010, Iron Steel: Other particles with danger. fabrics,4.0,0.1
2010, Other parts (one 100911),3.0,1.8
2010, Ironsteel: abf. Binders with dangerous substances. St.,2305.0,23.8
2010, Cases of binders (without 100913),2305.0,23.8
2010, IronSteel: Abf. from substances indicating,2305.0,23.8
2010, Cases of reported substances (oh.100915),2305.0,23.8
2010, Castings of Iron and Steel: Fall Away Ang,4.0,1.6
2010, Non-ferrous metals: Ovenschalke,30.0,8.0
2010,Non-ferrous metals: casting moulds casting sands before casting,2305.0,23.8
2010, Casting molds and sands before casting (oh 101005),13.0,11.3
2010, Non-ferrous metals: casting moulds casting sands after casting,3.0,2.0
2010, Casting molds and sands after casting (without 101007),66.0,164.5
2010, Non-ferrous metals: filter dust with hazardous substances,7.0,2.5
2010, Filter dust (without 101009),17.0,2.3
2010, Non-ferrous metals: And. Particles with danger. fabrics,2305.0,23.8
2010, Other parts (one 101011),4.0,0.4
2010, Non-ferrous metal: Abf.v. Binders with danger.St.,2305.0,23.8
2010, Cases of binders (oh 101013),2305.0,23.8
2010, Non-ferrous metals: waste from crack-indicating subst.,2305.0,23.8
2010, Drops from substances shown in the test (oh.101015),2305.0,23.8
2010, Casting of non-ferrous metal: waste nec,9.0,0.1
2010, Fiberglass waste,48.0,25.7
2010, Glazing: Tiles and Dust,27.0,4.9
2010, Get together with danger. Substances v Melting,10.0,0.4
2010, Batch waste before melting (without 101109),24.0,4.6
2010, Glass falls into small pieces and glass beads,13.0,1.3
2010, Glass waste (OH 101111),229.0,214.3
2010, Glass polishing and glass grinding slurry,30.0,0.9
2010, Glass polishing and glass grinding slurry (without 101113),67.0,4.7
2010, Glass production: Celebrations from exhaust gas treatment,32.0,3.1
2010, Solid waste from gas treatment (oh. 101115),11.0,0.6
2010, Glass production: sludges filters. To install from exhaust tank.,2305.0,23.8
2010, Sludge and filter cake from exhaust tank (oh.101117),2305.0,23.8
2010, Glass manufacturer: Solid Abf. a. company-owned wastewater tank,7.0,0.4
2010, Solid waste a. businesses. Waste water tank (oh.101119),11.0,1.2
2010, Glass production: waste nec,7.0,9.2
2010, Ceramic products: raw mixtures before firing,48.0,39.1
2010, Ceramic products: particles and dust,67.0,15.9
2010, Ceramic products: slurries filter c. a.Exhaust tank,2305.0,23.8
2010, Pottery Items: Discarded Forms,41.0,11.0
2010, Failures from Ceramics testimonies bricks among others,116.0,103.1
2010, Ceramic products: solid waste a. To install exhaust gas treatment.,13.0,2.1
2010, Solid Waste from Exhaust Treatment (excluding 101209),56.0,10.1
2010, Ceramic products: Glass balls with heavy metals,5.0,0.5
2010, glaze waste (without 101211),7.0,1.1
2010, Ceramic products: sludge (in-house waste water treatment),44.0,20.7
2010, Ceramic productskeram.Building materials:,18.0,2.0
2010, Cement et al:Falls of raw mixture before the firing,2305.0,23.8
2010, Waste a.Calcination hydration of quicklime,30.0,13.5
2010, Cement etc.: particles dust (except 101312101313),42.0,134.2
2010,Cement etc.: sludge filter cake from gas tanks.,2305.0,23.8
