Year,Industry Code,Industry,EAV code,Waste Description,Number Of Waste Generators,Volumes Of Waste (1000t),Volumes Of Waste Generated By Primary Producers (1000t)
2008,WZ08-B,Mining And Quarrying Of Stone And Earth,EAV-17,construction and demolition waste,165.0,247.8,182.2
2008,WZ08-B,Mining And Quarrying Of Stone And Earth,EAV-18,Waste from medical supplies,,,
2008,WZ08-B,Mining And Quarrying Of Stone And Earth,EAV-19,"Waste from waste treatment plants, etc.",10.0,28.5,28.5
2008,WZ08-B,Mining And Quarrying Of Stone And Earth,EAV-20,Municipal waste (household waste and similar waste),6.0,0.0,0.0
2008,WZ08-B,Mining And Quarrying Of Stone And Earth,,In total,225.0,416.7,350.9
2008,WZ08-C,Manufacturing Industry,EAV-01,waste from the extraction of mineral resources,,,
2008,WZ08-C,Manufacturing Industry,EAV-02,"Waste from agriculture, forestry, etc.",,,
2008,WZ08-C,Manufacturing Industry,EAV-03,"Waste from woodworking, etc.",4.0,0.2,0.2
2008,WZ08-C,Manufacturing Industry,EAV-04,"Waste from the leather, fur and textile industries",9.0,0.1,0.1
2008,WZ08-C,Manufacturing Industry,EAV-05,"Waste from petroleum refining, natural gas purification",99.0,73.3,72.9
2008,WZ08-C,Manufacturing Industry,EAV-06,Waste from inorganic chemical processes,724.0,303.5,253.8
2008,WZ08-C,Manufacturing Industry,EAV-07,Waste from organic chemical processes,1513.0,712.0,667.6
2008,WZ08-C,Manufacturing Industry,EAV-08,"Waste from MFSU from coatings, adhesives, etc.",1271.0,100.7,100.0
2008,WZ08-C,Manufacturing Industry,EAV-09,Waste from the photographic industry,46.0,4.1,4.0
2008,WZ08-C,Manufacturing Industry,EAV-10,Waste from thermal processes,410.0,726.6,571.9
2008,WZ08-C,Manufacturing Industry,EAV-11,Waste from chemical surface treatment,2168.0,509.5,507.8
2008,WZ08-C,Manufacturing Industry,EAV-12,Waste from mechanical shaping processes,3049.0,571.1,549.3
2008,WZ08-C,Manufacturing Industry,EAV-13,Oil waste and liquid fuel waste,1563.0,208.4,181.6
2008,WZ08-C,Manufacturing Industry,EAV-14,"Waste from organic solvents, coolants",509.0,58.2,39.3
2008,WZ08-C,Manufacturing Industry,EAV-15,"Packaging waste, absorbent masses, wipes",1730.0,81.3,79.1
2008,WZ08-C,Manufacturing Industry,EAV-16,Waste not included elsewhere in the inventory,1029.0,149.3,142.1
2008,WZ08-C,Manufacturing Industry,EAV-17,Construction and demolition waste,1473.0,919.2,859.3
2008,WZ08-C,Manufacturing Industry,EAV-18,Waste from medical care,28.0,0.7,0.7
2008,WZ08-C,Manufacturing Industry,EAV-19,"Waste from waste treatment plants, etc.",630.0,324.4,212.4
2008,WZ08-C,Manufacturing Industry,EAV-20,Municipal waste (household waste and similar waste),109.0,3.8,3.8
2008,WZ08-C,Manufacturing Industry,,In total,8821.0,4746.4,4246.0
2008,WZ08-10-01,Food Industry And Tobacco Processing,EAV-01,waste from the extraction of mineral resources,,,
2008,WZ08-10-01,Food Industry And Tobacco Processing,EAV-02,"Waste from agriculture, forestry, etc.",,,
2008,WZ08-10-01,Food Industry And Tobacco Processing,EAV-03,"Waste from wood processing, etc.",,,
2008,WZ08-10-01,Food Industry And Tobacco Processing,EAV-04,"Waste from the leather, fur and textile industries",,,
2008,WZ08-10-01,Food Industry And Tobacco Processing,EAV-05,"Waste from petroleum refining, natural gas purification",,,
2008,WZ08-10-01,Food Industry And Tobacco Processing,EAV-06,Waste from inorganic chemical processes,,,
2008,WZ08-10-01,Food Industry And Tobacco Processing,EAV-07,Waste from organic chemical processes,24.0,2.9,2.9
2008,WZ08-10-01,Food Industry And Tobacco Processing,EAV-08,"Waste from HZVA, including coatings, adhesives, etc.",,,
2008,WZ08-10-01,Food Industry And Tobacco Processing,EAV-09,Waste from the photographic industry,,,
2008,WZ08-10-01,Food Industry And Tobacco Processing,EAV-10,Waste from thermal processes,,,
2008,WZ08-10-01,Food Industry And Tobacco Processing,EAV-11,Waste from chemical surface treatment,,,
2008,WZ08-10-01,Food Industry And Tobacco Processing,EAV-12,Waste from mechanical shaping processes,,,
2008,WZ08-10-01,Food Industry And Tobacco Processing,EAV-13,Oil waste and liquid fuel waste,47.0,1.6,1.6
2008,WZ08-10-01,Food Industry And Tobacco Processing,EAV-14,"Waste from organic solvents, coolants",,,
2008,WZ08-10-01,Food Industry And Tobacco Processing,EAV-15,"Packaging waste, absorbent masses, wipes",,,
2008,WZ08-10-01,Food Industry And Tobacco Processing,EAV-16,Waste not included elsewhere in the inventory,27.0,3.1,3.1
2008,WZ08-10-01,Food Industry And Tobacco Processing,EAV-17,construction and demolition waste,48.0,10.5,10.5
2008,WZ08-10-01,Food Industry And Tobacco Processing,EAV-18,Waste from medical supplies,,,
2008,WZ08-10-01,Food Industry And Tobacco Processing,EAV-19,Waste from waste treatment plants e.g.,,,
2008,WZ08-10-01,Food Industry And Tobacco Processing,EAV-20,Municipal waste (household waste and similar waste),,,
2008,WZ08-10-01,Food Industry And Tobacco Processing,,In total,164.0,21.0,20.9
2008,WZ08-13-02,"Textiles, Clothing, Leather And Leather Goods",EAV-01,waste from the extraction of mineral resources,,,
2008,WZ08-13-02,"Textiles, Clothing, Leather And Leather Goods",EAV-02,"Waste from agriculture, forestry, etc.",,,
2008,WZ08-13-02,"Textiles, Clothing, Leather And Leather Goods",EAV-03,"Waste from wood processing, etc.",,,
2008,WZ08-13-02,"Textiles, Clothing, Leather And Leather Goods",EAV-04,"Waste from the leather, fur and textile industries",,,
2008,WZ08-13-02,"Textiles, Clothing, Leather And Leather Goods",EAV-05,"Waste from petroleum refining, natural gas purification",,,
2008,WZ08-13-02,"Textiles, Clothing, Leather And Leather Goods",EAV-06,Waste from inorganic chemical processes,,,
2008,WZ08-13-02,"Textiles, Clothing, Leather And Leather Goods",EAV-07,Waste from organic chemical processes,24.0,3.6,3.6
2008,WZ08-13-02,"Textiles, Clothing, Leather And Leather Goods",EAV-08,"Waste from MFSU from coatings, adhesives, etc.",,,
2008,WZ08-13-02,"Textiles, Clothing, Leather And Leather Goods",EAV-09,Waste from the photographic industry,,,
2008,WZ08-13-02,"Textiles, Clothing, Leather And Leather Goods",EAV-10,Waste from thermal processes,,,
2008,WZ08-13-02,"Textiles, Clothing, Leather And Leather Goods",EAV-11,Waste from chemical surface treatment,,,
2008,WZ08-13-02,"Textiles, Clothing, Leather And Leather Goods",EAV-12,Waste from mechanical shaping processes,,,
2008,WZ08-13-02,"Textiles, Clothing, Leather And Leather Goods",EAV-13,Oil waste and liquid fuel waste,,,
2008,WZ08-13-02,"Textiles, Clothing, Leather And Leather Goods",EAV-14,"Waste from organic solvents, coolants",,,
2008,WZ08-13-02,"Textiles, Clothing, Leather And Leather Goods",EAV-15,"Packaging waste, absorbent masses, wipes",,,
2008,WZ08-13-02,"Textiles, Clothing, Leather And Leather Goods",EAV-16,Waste not included elsewhere in the inventory,,,
2008,WZ08-13-02,"Textiles, Clothing, Leather And Leather Goods",EAV-17,construction and demolition waste,15.0,3.7,3.7
2008,WZ08-13-02,"Textiles, Clothing, Leather And Leather Goods",EAV-18,Waste from medical care,,,
2008,WZ08-13-02,"Textiles, Clothing, Leather And Leather Goods",EAV-19,"Waste from waste treatment plants, etc.",,,
2008,WZ08-13-02,"Textiles, Clothing, Leather And Leather Goods",EAV-20,Municipal waste (household waste and similar waste),,,
2008,WZ08-13-02,"Textiles, Clothing, Leather And Leather Goods",,In total,82.0,9.5,9.5
2008,WZ08-16,"H.V. Wood, Wicker, Basket And Cork Goods (Without Furniture)",EAV-01,waste from the extraction of mineral resources,,,
2008,WZ08-16,"H.V. Wood, Wicker, Basket And Cork Goods (Without Furniture)",EAV-02,"Waste from agriculture, forestry, etc.",,,
2008,WZ08-16,"H.V. Wood, Wicker, Basket And Cork Goods (Without Furniture)",EAV-03,"Waste from wood processing, etc.",,,
2008,WZ08-16,"H.V. Wood, Wicker, Basket And Cork Goods (Without Furniture)",EAV-04,"Waste from the leather, fur and textile industries",,,
2008,WZ08-16,"H.V. Wood, Wicker, Basket And Cork Goods (Without Furniture)",EAV-05,"Waste from petroleum refining, natural gas purification",,,
2008,WZ08-16,"H.V. Wood, Wicker, Basket And Cork Goods (Without Furniture)",EAV-06,Waste from inorganic chemical processes,,,
2008,WZ08-16,"H.V. Wood, Wicker, Basket And Cork Goods (Without Furniture)",EAV-07,Waste from organic chemical processes,,,
2008,WZ08-16,"H.V. Wood, Wicker, Basket And Cork Goods (Without Furniture)",EAV-08,"Waste from HZVA, including coatings, adhesives, etc.",,,
2008,WZ08-16,"H.V. Wood, Wicker, Basket And Cork Goods (Without Furniture)",EAV-09,Waste from the photographic industry,,,
2008,WZ08-16,"H.V. Wood, Wicker, Basket And Cork Goods (Without Furniture)",EAV-10,Waste from thermal processes,8.0,9.1,9.1
2008,WZ08-16,"H.V. Wood, Wicker, Basket And Cork Goods (Without Furniture)",EAV-11,Waste from chemical surface treatment,,,
2008,WZ08-16,"H.V. Wood, Wicker, Basket And Cork Goods (Without Furniture)",EAV-12,Waste from mechanical shaping processes,,,
2008,WZ08-16,"H.V. Wood, Wicker, Basket And Cork Goods (Without Furniture)",EAV-13,Oil waste and liquid fuel waste,,,
2008,WZ08-16,"H.V. Wood, Wicker, Basket And Cork Goods (Without Furniture)",EAV-14,"Waste from organic solvents, coolants",,,
2008,WZ08-16,"H.V. Wood, Wicker, Basket And Cork Goods (Without Furniture)",EAV-15,"Packaging waste, absorbents, wipes",,,
2008,WZ08-16,"H.V. Wood, Wicker, Basket And Cork Goods (Without Furniture)",EAV-16,Waste not included elsewhere in the inventory,,,
2008,WZ08-16,"H.V. Wood, Wicker, Basket And Cork Goods (Without Furniture)",EAV-17,Construction and demolition waste,135.0,16.7,16.7
2008,WZ08-16,"H.V. Wood, Wicker, Basket And Cork Goods (Without Furniture)",EAV-18,Waste from medical care,,,
2008,WZ08-16,"H.V. Wood, Wicker, Basket And Cork Goods (Without Furniture)",EAV-19,Waste from waste treatment plants e.g.,7.0,12.6,1.3
2008,WZ08-16,"H.V. Wood, Wicker, Basket And Cork Goods (Without Furniture)",EAV-20,Municipal waste (household waste and similar waste),,,
2008,WZ08-16,"H.V. Wood, Wicker, Basket And Cork Goods (Without Furniture)",,In total,222.0,42.6,31.2
2008,WZ08-17-01,"Production Of Paper, Cardboard, Printed Matter, Etc.",EAV-01,Waste from the extraction of mineral resources,,,
2008,WZ08-17-01,"Production Of Paper, Cardboard, Printed Matter, Etc.",EAV-02,"Waste from agriculture, forestry, etc.",,,
2008,WZ08-17-01,"Production Of Paper, Cardboard, Printed Matter, Etc.",EAV-03,"Waste from woodworking, etc.",,,
2008,WZ08-17-01,"Production Of Paper, Cardboard, Printed Matter, Etc.",EAV-04,"Waste from the leather, fur and textile industries",,,
2008,WZ08-17-01,"Production Of Paper, Cardboard, Printed Matter, Etc.",EAV-05,"Waste from petroleum refining, natural gas purification",,,
2008,WZ08-17-01,"Production Of Paper, Cardboard, Printed Matter, Etc.",EAV-06,Waste from inorganic chemical processes,,,
2008,WZ08-17-01,"Production Of Paper, Cardboard, Printed Matter, Etc.",EAV-07,Waste from organic chemical processes,90.0,9.1,9.1
2008,WZ08-17-01,"Production Of Paper, Cardboard, Printed Matter, Etc.",EAV-08,"Waste from HZVA, including coatings, adhesives, etc.",120.0,5.0,5.0
2008,WZ08-17-01,"Production Of Paper, Cardboard, Printed Matter, Etc.",EAV-09,Waste from the photographic industry,,,
2008,WZ08-17-01,"Production Of Paper, Cardboard, Printed Matter, Etc.",EAV-10,Waste from thermal processes,,,
2008,WZ08-17-01,"Production Of Paper, Cardboard, Printed Matter, Etc.",EAV-11,Waste from chemical surface treatment,,,
2008,WZ08-17-01,"Production Of Paper, Cardboard, Printed Matter, Etc.",EAV-12,Waste from mechanical shaping processes,,,
2008,WZ08-17-01,"Production Of Paper, Cardboard, Printed Matter, Etc.",EAV-13,Oil waste and liquid fuel waste,,,
2008,WZ08-17-01,"Production Of Paper, Cardboard, Printed Matter, Etc.",EAV-14,"Waste from organic solvents, coolants",,,
2008,WZ08-17-01,"Production Of Paper, Cardboard, Printed Matter, Etc.",EAV-15,"Packaging waste, absorbent masses, wipes",,,
2008,WZ08-17-01,"Production Of Paper, Cardboard, Printed Matter, Etc.",EAV-16,Waste not included elsewhere in the inventory,,,
2008,WZ08-17-01,"Production Of Paper, Cardboard, Printed Matter, Etc.",EAV-17,Construction and demolition waste,39.0,10.1,10.0
2008,WZ08-17-01,"Production Of Paper, Cardboard, Printed Matter, Etc.",EAV-18,Waste from medical care,,,
2008,WZ08-17-01,"Production Of Paper, Cardboard, Printed Matter, Etc.",EAV-19,"Waste from waste treatment plants, etc.",,,
2008,WZ08-17-01,"Production Of Paper, Cardboard, Printed Matter, Etc.",EAV-20,Municipal waste (household waste and similar waste),,,
2008,WZ08-17-01,"Production Of Paper, Cardboard, Printed Matter, Etc.",,In total,366.0,38.5,38.3
2008,WZ08-19,Coking Plant And Petroleum Processing,EAV-01,Waste from the extraction of mineral resources,,,
2008,WZ08-19,Coking Plant And Petroleum Processing,EAV-02,"Waste from agriculture, forestry, etc.",,,
2008,WZ08-19,Coking Plant And Petroleum Processing,EAV-03,"Waste from wood processing, etc.",,,
2008,WZ08-19,Coking Plant And Petroleum Processing,EAV-04,"Waste from the leather, fur and textile industries",,,
2008,WZ08-19,Coking Plant And Petroleum Processing,EAV-05,"Waste from petroleum refining, natural gas purification",34.0,54.8,54.5
2008,WZ08-19,Coking Plant And Petroleum Processing,EAV-06,Waste from inorganic chemical processes,9.0,20.4,20.4
2008,WZ08-19,Coking Plant And Petroleum Processing,EAV-07,Waste from organic chemical processes,,,
2008,WZ08-19,Coking Plant And Petroleum Processing,EAV-08,"Waste from MFSU from coatings, adhesives, etc.",,,
2008,WZ08-19,Coking Plant And Petroleum Processing,EAV-09,Waste from the photographic industry,,,
2008,WZ08-19,Coking Plant And Petroleum Processing,EAV-10,Waste from thermal processes,,,
2008,WZ08-19,Coking Plant And Petroleum Processing,EAV-11,Waste from chemical surface treatment,,,
2008,WZ08-19,Coking Plant And Petroleum Processing,EAV-12,Waste from mechanical shaping processes,20.0,20.1,9.1
2008,WZ08-19,Coking Plant And Petroleum Processing,EAV-13,Oil waste and liquid fuel waste,43.0,65.9,45.5
2008,WZ08-19,Coking Plant And Petroleum Processing,EAV-14,"Waste from organic solvents, coolants",,,
2008,WZ08-19,Coking Plant And Petroleum Processing,EAV-15,"Packaging waste, absorbents, wipes",,,
2008,WZ08-19,Coking Plant And Petroleum Processing,EAV-16,Waste not included elsewhere in the inventory,38.0,9.4,8.1
2008,WZ08-19,Coking Plant And Petroleum Processing,EAV-17,Construction and demolition waste,41.0,64.0,63.8
2008,WZ08-19,Coking Plant And Petroleum Processing,EAV-18,Waste from medical supplies,,,
2008,WZ08-19,Coking Plant And Petroleum Processing,EAV-19,"Waste from waste treatment plants, etc.",17.0,29.2,13.4
2008,WZ08-19,Coking Plant And Petroleum Processing,EAV-20,Municipal waste (household waste and similar waste),,,
2008,WZ08-19,Coking Plant And Petroleum Processing,,In total,82.0,278.8,228.5
2008,WZ08-20,Manufacture Of Chemical Products,EAV-01,Waste from the extraction of mineral resources,,,
2008,WZ08-20,Manufacture Of Chemical Products,EAV-02,"Waste from agriculture, forestry, etc.",,,
2008,WZ08-20,Manufacture Of Chemical Products,EAV-03,"Waste from woodworking, etc.",,,
2008,WZ08-20,Manufacture Of Chemical Products,EAV-04,"Waste from the leather, fur and textile industries",,,
2008,WZ08-20,Manufacture Of Chemical Products,EAV-05,"Waste from petroleum refining, natural gas purification",20.0,14.0,14.0
2008,WZ08-20,Manufacture Of Chemical Products,EAV-06,Waste from inorganic chemical processes,156.0,120.0,115.4
2008,WZ08-20,Manufacture Of Chemical Products,EAV-07,Waste from organic chemical processes,585.0,550.0,507.1
2008,WZ08-20,Manufacture Of Chemical Products,EAV-08,"Waste from MFSU from coatings, adhesives, etc.",220.0,33.9,33.3
2008,WZ08-20,Manufacture Of Chemical Products,EAV-09,Waste from the photographic industry,,,
2008,WZ08-20,Manufacture Of Chemical Products,EAV-10,Waste from thermal processes,,,
2008,WZ08-20,Manufacture Of Chemical Products,EAV-11,Waste from chemical surface treatment,,,
2008,WZ08-20,Manufacture Of Chemical Products,EAV-12,Waste from mechanical shaping processes,,,
2008,WZ08-20,Manufacture Of Chemical Products,EAV-13,Oil waste and liquid fuel waste,151.0,11.1,9.9
2008,WZ08-20,Manufacture Of Chemical Products,EAV-14,"Waste from organic solvents, coolants",98.0,33.5,16.3
2008,WZ08-20,Manufacture Of Chemical Products,EAV-15,"Packaging waste, absorbent masses, wipes",379.0,23.4,22.0
2008,WZ08-20,Manufacture Of Chemical Products,EAV-16,Waste not included elsewhere in the inventory,247.0,26.7,25.8
2008,WZ08-20,Manufacture Of Chemical Products,EAV-17,construction and demolition waste,214.0,241.0,213.2
2008,WZ08-20,Manufacture Of Chemical Products,EAV-18,Waste from medical supplies,,,
2008,WZ08-20,Manufacture Of Chemical Products,EAV-19,"Waste from waste treatment plants, etc.",78.0,87.6,48.1
2008,WZ08-20,Manufacture Of Chemical Products,EAV-20,Municipal waste (household waste and similar waste),,,
2008,WZ08-20,Manufacture Of Chemical Products,,In total,1003.0,1158.8,1021.2
2008,WZ08-21,Manufacture Of Pharmaceutical Products,EAV-01,waste from the extraction of mineral resources,,,
2008,WZ08-21,Manufacture Of Pharmaceutical Products,EAV-02,"Waste from agriculture, forestry, etc.",,,
2008,WZ08-21,Manufacture Of Pharmaceutical Products,EAV-03,"Waste from wood processing, etc.",,,
2008,WZ08-21,Manufacture Of Pharmaceutical Products,EAV-04,"Waste from the leather, fur and textile industries",,,
2008,WZ08-21,Manufacture Of Pharmaceutical Products,EAV-05,"Waste from petroleum refining, natural gas purification",,,
2008,WZ08-21,Manufacture Of Pharmaceutical Products,EAV-06,Waste from inorganic chemical processes,,,
2008,WZ08-21,Manufacture Of Pharmaceutical Products,EAV-07,Waste from organic chemical processes,101.0,71.7,71.7
2008,WZ08-21,Manufacture Of Pharmaceutical Products,EAV-08,"Waste from HZVA, including coatings, adhesives, etc.",,,
2008,WZ08-21,Manufacture Of Pharmaceutical Products,EAV-09,Waste from the photographic industry,,,
2008,WZ08-21,Manufacture Of Pharmaceutical Products,EAV-10,Waste from thermal processes,,,
2008,WZ08-21,Manufacture Of Pharmaceutical Products,EAV-11,Waste from chemical surface treatment,,,
2008,WZ08-21,Manufacture Of Pharmaceutical Products,EAV-12,Waste from mechanical shaping processes,,,
2008,WZ08-21,Manufacture Of Pharmaceutical Products,EAV-13,Oil waste and liquid fuel waste,,,
2008,WZ08-21,Manufacture Of Pharmaceutical Products,EAV-14,"Waste from organic solvents, coolants",,,
2008,WZ08-21,Manufacture Of Pharmaceutical Products,EAV-15,"Packaging waste, absorbents, wipes",,,
2008,WZ08-21,Manufacture Of Pharmaceutical Products,EAV-16,Waste not included elsewhere in the inventory,,,
2008,WZ08-21,Manufacture Of Pharmaceutical Products,EAV-17,Construction and demolition waste,21.0,53.9,53.9
2008,WZ08-21,Manufacture Of Pharmaceutical Products,EAV-18,Waste from medical supplies,,,
2008,WZ08-21,Manufacture Of Pharmaceutical Products,EAV-19,Waste from waste treatment plants e.g.,12.0,26.3,25.3
2008,WZ08-21,Manufacture Of Pharmaceutical Products,EAV-20,Municipal waste (household waste and similar waste),,,
2008,WZ08-21,Manufacture Of Pharmaceutical Products,,In total,132.0,156.8,155.8
2008,WZ08-22,Manufacture Of Rubber And Plastic Products,EAV-01,waste from the extraction of mineral resources,,,
2008,WZ08-22,Manufacture Of Rubber And Plastic Products,EAV-02,"Waste from agriculture, forestry, etc.",,,
2008,WZ08-22,Manufacture Of Rubber And Plastic Products,EAV-03,"Waste from woodworking, etc.",,,
2008,WZ08-22,Manufacture Of Rubber And Plastic Products,EAV-04,"Waste from the leather, fur and textile industries",,,
2008,WZ08-22,Manufacture Of Rubber And Plastic Products,EAV-05,"Waste from petroleum refining, natural gas purification",,,
2008,WZ08-22,Manufacture Of Rubber And Plastic Products,EAV-06,Waste from inorganic chemical processes,,,
2008,WZ08-22,Manufacture Of Rubber And Plastic Products,EAV-07,Waste from organic chemical processes,195.0,23.9,23.9
2008,WZ08-22,Manufacture Of Rubber And Plastic Products,EAV-08,"Waste from MFSU from coatings, adhesives, etc.",145.0,10.5,10.5
2008,WZ08-22,Manufacture Of Rubber And Plastic Products,EAV-09,Waste from the photographic industry,,,
2008,WZ08-22,Manufacture Of Rubber And Plastic Products,EAV-10,Waste from thermal processes,,,
2008,WZ08-22,Manufacture Of Rubber And Plastic Products,EAV-11,Waste from chemical surface treatment,,,
2008,WZ08-22,Manufacture Of Rubber And Plastic Products,EAV-12,Waste from mechanical shaping processes,,,
2008,WZ08-22,Manufacture Of Rubber And Plastic Products,EAV-13,Oil waste and liquid fuel waste,97.0,9.2,5.1
2008,WZ08-22,Manufacture Of Rubber And Plastic Products,EAV-14,"Waste from organic solvents, coolants",,,
2008,WZ08-22,Manufacture Of Rubber And Plastic Products,EAV-15,"Packaging waste, absorbents, wipes",,,
2008,WZ08-22,Manufacture Of Rubber And Plastic Products,EAV-16,Waste not included elsewhere in the inventory,,,
2008,WZ08-22,Manufacture Of Rubber And Plastic Products,EAV-17,construction and demolition waste,132.0,26.0,25.9
2008,WZ08-22,Manufacture Of Rubber And Plastic Products,EAV-18,Waste from medical care,,,
2008,WZ08-22,Manufacture Of Rubber And Plastic Products,EAV-19,Waste from waste treatment plants e.g.,,,
2008,WZ08-22,Manufacture Of Rubber And Plastic Products,EAV-20,Municipal waste (household waste and similar waste),,,
2008,WZ08-22,Manufacture Of Rubber And Plastic Products,,In total,536.0,93.0,86.8
2008,WZ08-23,"H.V.Glass, Goods, Ceramics, Processing. Of Stones And Earth",EAV-01,Waste from the extraction of mineral resources,,,
2008,WZ08-23,"H.V.Glass, Goods, Ceramics, Processing. Of Stones And Earth",EAV-02,"Waste from agriculture, forestry, etc.",,,
2008,WZ08-23,"H.V.Glass, Goods, Ceramics, Processing. Of Stones And Earth",EAV-03,"Waste from woodworking, etc.",,,
2008,WZ08-23,"H.V.Glass, Goods, Ceramics, Processing. Of Stones And Earth",EAV-04,"Waste from the leather, fur and textile industries",,,
2008,WZ08-23,"H.V.Glass, Goods, Ceramics, Processing. Of Stones And Earth",EAV-05,"Waste from petroleum refining, natural gas purification",,,
2008,WZ08-23,"H.V.Glass, Goods, Ceramics, Processing. Of Stones And Earth",EAV-06,Waste from inorganic chemical processes,,,
2008,WZ08-23,"H.V.Glass, Goods, Ceramics, Processing. Of Stones And Earth",EAV-07,Waste from organic chemical processes,,,
2008,WZ08-23,"H.V.Glass, Goods, Ceramics, Processing. Of Stones And Earth",EAV-08,"Waste from MFSU from coatings, adhesives, etc.",,,
2008,WZ08-23,"H.V.Glass, Goods, Ceramics, Processing. Of Stones And Earth",EAV-09,Waste from the photographic industry,,,
2008,WZ08-23,"H.V.Glass, Goods, Ceramics, Processing. Of Stones And Earth",EAV-10,Waste from thermal processes,55.0,9.0,9.0
2008,WZ08-23,"H.V.Glass, Goods, Ceramics, Processing. Of Stones And Earth",EAV-11,Waste from chemical surface treatment,,,
2008,WZ08-23,"H.V.Glass, Goods, Ceramics, Processing. Of Stones And Earth",EAV-12,Waste from mechanical shaping processes,,,
2008,WZ08-23,"H.V.Glass, Goods, Ceramics, Processing. Of Stones And Earth",EAV-13,Oil waste and liquid fuel waste,,,
