Year,Industry Code,Industry,EAV Code,Waste Description,Waste Quantities Produced by Primary Producers,Unknown Value 1,Metric Tons,,,
2008,WZ08-B,Mining and extraction of stones and earth,EAV-20,"Settlement waste (budget waste, etc. Waste)",6,0,0,,,
2008,WZ08-C,Processing business,EAV-01,Waste from the extraction of mineral resources,,,,,,
2008,WZ08-C,Processing business,EAV-02,"Waste from agriculture, forestry etc.",,,,,,
2008,WZ08-C,Processing business,EAV-03,"Waste from woodworking, among others,",4,0,2,,,
2008,WZ08-C,Processing business,EAV-04,"Waste from the leather, fur and textile industry",9,0,1,,,
2008,WZ08-C,Processing business,EAV-05,"Waste from oil refinement, natural gas cleaning",99,72,9,,,
2008,WZ08-C,Processing business,EAV-06,Waste from inorganic-chemical processes,724,253,8,,,
2008,WZ08-C,Processing business,EAV-07,Waste from organic-chemical processes,1513,667,6,,,
2008,WZ08-C,Processing business,EAV-08,"Waste from HZVA V. coatings, adhesives, etc.",1271,100,0,,,
2008,WZ08-C,Processing business,EAV-09,Waste from the photographic industry,46,4,0,,,
2008,WZ08-C,Processing business,EAV-10,Waste from thermal processes,410,571,9,,,
2008,WZ08-C,Processing business,EAV-11,Waste from chemical surface processing,2168,507,8,,,
2008,WZ08-C,Processing business,EAV-12,Waste from processes of the mechanical design,3049,549,3,,,
2008,WZ08-C,Processing business,EAV-13,Oil waste and waste from liquid fuels,1563,181,6,,,
2008,WZ08-C,Processing business,EAV-14,"Waste from organic solvents, coolants",509,39,3,,,
2008,WZ08-C,Processing business,EAV-15,"Packaging drop, upright masses, wipes",1730,79,1,,,
2008,WZ08-C,Processing business,EAV-16,"Waste, not listed elsewhere in the directory",1029,142,1,,,
2008,WZ08-C,Processing business,EAV-17,Construction and demolition waste,1473,859,3,,,
2008,WZ08-C,Processing business,EAV-18,Waste from medical care,28,0,7,,,
2008,WZ08-C,Processing business,EAV-19,"Waste from waste treatment plants, etc.",630,212,4,,,
2008,WZ08-C,Processing business,EAV-20,"Settlement waste (budget waste, etc. Waste)",109,3,8,,,
2008,WZ08-10-01,Food and tobacco processing industry.,EAV-01,Waste from the extraction of mineral resources,,,,,,
2008,WZ08-10-01,Food and tobacco processing industry.,EAV-02,"Waste from agriculture, forestry etc.",,,,,,
2008,WZ08-10-01,Food and tobacco processing industry.,EAV-03,"Waste from woodworking, among others,",,,,,,
2008,WZ08-10-01,Food and tobacco processing industry.,EAV-04,"Waste from the leather, fur and textile industry",,,,,,
2008,WZ08-10-01,Food and tobacco processing industry.,EAV-05,"Waste from oil refinement, natural gas cleaning",,,,,,
2008,WZ08-10-01,Food and tobacco processing industry.,EAV-06,Waste from inorganic-chemical processes,,,,,,
2008,WZ08-10-01,Food and tobacco processing industry.,EAV-07,Waste from organic-chemical processes,24,2,9,,,
2008,WZ08-10-01,Food and tobacco processing industry.,EAV-08,"Waste from HZVA V. coatings, adhesives, etc.",,,,,,
2008,WZ08-10-01,Food and tobacco processing industry.,EAV-09,Waste from the photographic industry,,,,,,
2008,WZ08-10-01,Food and tobacco processing industry.,EAV-10,Waste from thermal processes,,,,,,
2008,WZ08-10-01,Food and tobacco processing industry.,EAV-11,Waste from chemical surface processing,,,,,,
2008,WZ08-10-01,Food and tobacco processing industry.,EAV-12,Waste from processes of the mechanical design,,,,,,
2008,WZ08-10-01,Food and tobacco processing industry.,EAV-13,Oil waste and waste from liquid fuels,47,1,6,,,
2008,WZ08-10-01,Food and tobacco processing industry.,EAV-14,"Waste from organic solvents, coolants",,,,,,
2008,WZ08-10-01,Food and tobacco processing industry.,EAV-15,"Packaging drop, upright masses, wipes",,,,,,
2008,WZ08-10-01,Food and tobacco processing industry.,EAV-16,"Waste, not listed elsewhere in the directory",27,3,1,,,
2008,WZ08-10-01,Food and tobacco processing industry.,EAV-17,Construction and demolition waste,48,10,5,,,
2008,WZ08-10-01,Food and tobacco processing industry.,EAV-18,Waste from medical care,,,,,,
2008,WZ08-10-01,Food and tobacco processing industry.,EAV-19,"Waste from waste treatment plants, etc.",,,,,,
2008,WZ08-10-01,Food and tobacco processing industry.,EAV-20,"Settlement waste (budget waste, etc. Waste)",,,,,,
2008,WZ08-13-02,"Textiles, clothing, leather and leather goods",EAV-01,Waste from the extraction of mineral resources,,,,,,
2008,WZ08-13-02,"Textiles, clothing, leather and leather goods",EAV-02,"Waste from agriculture, forestry etc.",,,,,,
2008,WZ08-13-02,"Textiles, clothing, leather and leather goods",EAV-03,"Waste from woodworking, among others,",,,,,,
2008,WZ08-13-02,"Textiles, clothing, leather and leather goods",EAV-04,"Waste from the leather, fur and textile industry",,,,,,
2008,WZ08-13-02,"Textiles, clothing, leather and leather goods",EAV-05,"Waste from oil refinement, natural gas cleaning",,,,,,
2008,WZ08-13-02,"Textiles, clothing, leather and leather goods",EAV-06,Waste from inorganic-chemical processes,,,,,,
2008,WZ08-13-02,"Textiles, clothing, leather and leather goods",EAV-07,Waste from organic-chemical processes,24,3,6,,,
2008,WZ08-13-02,"Textiles, clothing, leather and leather goods",EAV-08,"Waste from HZVA V. coatings, adhesives, etc.",,,,,,
2008,WZ08-13-02,"Textiles, clothing, leather and leather goods",EAV-09,Waste from the photographic industry,,,,,,
2008,WZ08-13-02,"Textiles, clothing, leather and leather goods",EAV-10,Waste from thermal processes,,,,,,
2008,WZ08-13-02,"Textiles, clothing, leather and leather goods",EAV-11,Waste from chemical surface processing,,,,,,
2008,WZ08-13-02,"Textiles, clothing, leather and leather goods",EAV-12,Waste from processes of the mechanical design,,,,,,
2008,WZ08-13-02,"Textiles, clothing, leather and leather goods",EAV-13,Oil waste and waste from liquid fuels,,,,,,
2008,WZ08-13-02,"Textiles, clothing, leather and leather goods",EAV-14,"Waste from organic solvents, coolants",,,,,,
2008,WZ08-13-02,"Textiles, clothing, leather and leather goods",EAV-15,"Packaging drop, upright masses, wipes",,,,,,
2008,WZ08-13-02,"Textiles, clothing, leather and leather goods",EAV-16,"Waste, not listed elsewhere in the directory",,,,,,
2008,WZ08-13-02,"Textiles, clothing, leather and leather goods",EAV-17,Construction and demolition waste,15,3,7,,,
2008,WZ08-13-02,"Textiles, clothing, leather and leather goods",EAV-18,Waste from medical care,,,,,,
2008,WZ08-13-02,"Textiles, clothing, leather and leather goods",EAV-19,"Waste from waste treatment plants, etc.",,,,,,
2008,WZ08-13-02,"Textiles, clothing, leather and leather goods",EAV-20,"Settlement waste (budget waste, etc. Waste)",,,,,,
2008,WZ08-16,"Manufacturing of wood, wicker, basket, and cork products (excluding furniture).",EAV-01,Waste from the extraction of mineral resources,,,,,,
2008,WZ08-16,"Manufacturing of wood, wicker, basket, and cork products (excluding furniture).",EAV-02,"Waste from agriculture, forestry etc.",,,,,,
2008,WZ08-16,"Manufacturing of wood, wicker, basket, and cork products (excluding furniture).",EAV-03,"Waste from woodworking, among others,",,,,,,
2008,WZ08-16,"Manufacturing of wood, wicker, basket, and cork products (excluding furniture).",EAV-04,"Waste from the leather, fur and textile industry",,,,,,
2008,WZ08-16,"Manufacturing of wood, wicker, basket, and cork products (excluding furniture).",EAV-05,"Waste from oil refinement, natural gas cleaning",,,,,,
2008,WZ08-16,"Manufacturing of wood, wicker, basket, and cork products (excluding furniture).",EAV-06,Waste from inorganic-chemical processes,,,,,,
2008,WZ08-16,"Manufacturing of wood, wicker, basket, and cork products (excluding furniture).",EAV-07,Waste from organic-chemical processes,,,,,,
2008,WZ08-16,"Manufacturing of wood, wicker, basket, and cork products (excluding furniture).",EAV-08,"Waste from HZVA V. coatings, adhesives, etc.",,,,,,
2008,WZ08-16,"Manufacturing of wood, wicker, basket, and cork products (excluding furniture).",EAV-09,Waste from the photographic industry,,,,,,
2008,WZ08-16,"Manufacturing of wood, wicker, basket, and cork products (excluding furniture).",EAV-10,Waste from thermal processes,8,9,1,,,
2008,WZ08-16,"Manufacturing of wood, wicker, basket, and cork products (excluding furniture).",EAV-11,Waste from chemical surface processing,,,,,,
2008,WZ08-16,"Manufacturing of wood, wicker, basket, and cork products (excluding furniture).",EAV-12,Waste from processes of the mechanical design,,,,,,
2008,WZ08-16,"Manufacturing of wood, wicker, basket, and cork products (excluding furniture).",EAV-13,Oil waste and waste from liquid fuels,,,,,,
2008,WZ08-16,"Manufacturing of wood, wicker, basket, and cork products (excluding furniture).",EAV-14,"Waste from organic solvents, coolants",,,,,,
2008,WZ08-16,"Manufacturing of wood, wicker, basket, and cork products (excluding furniture).",EAV-15,"Packaging drop, upright masses, wipes",,,,,,
2008,WZ08-16,"Manufacturing of wood, wicker, basket, and cork products (excluding furniture).",EAV-16,"Waste, not listed elsewhere in the directory",,,,,,
2008,WZ08-16,"Manufacturing of wood, wicker, basket, and cork products (excluding furniture).",EAV-17,Construction and demolition waste,135,16,7,,,
2008,WZ08-16,"Manufacturing of wood, wicker, basket, and cork products (excluding furniture).",EAV-18,Waste from medical care,,,,,,
2008,WZ08-16,"Manufacturing of wood, wicker, basket, and cork products (excluding furniture).",EAV-19,"Waste from waste treatment plants, etc.",7,1,3,,,
2008,WZ08-16,"Manufacturing of wood, wicker, basket, and cork products (excluding furniture).",EAV-20,"Settlement waste (budget waste, etc. Waste)",,,,,,
2008,WZ08-17-01,"Production of paper, cardboard, and printed materials, ",EAV-01,Waste from the extraction of mineral resources,,,,,,
2008,WZ08-17-01,"Production of paper, cardboard, and printed materials, ",EAV-02,"Waste from agriculture, forestry etc.",,,,,,
2008,WZ08-17-01,"Production of paper, cardboard, and printed materials, ",EAV-03,"Waste from woodworking, among others,",,,,,,
2008,WZ08-17-01,"Production of paper, cardboard, and printed materials, ",EAV-04,"Waste from the leather, fur and textile industry",,,,,,
2008,WZ08-17-01,"Production of paper, cardboard, and printed materials, ",EAV-05,"Waste from oil refinement, natural gas cleaning",,,,,,
2008,WZ08-17-01,"Production of paper, cardboard, and printed materials, ",EAV-06,Waste from inorganic-chemical processes,,,,,,
2008,WZ08-17-01,"Production of paper, cardboard, and printed materials, ",EAV-07,Waste from organic-chemical processes,90,9,1,,,
2008,WZ08-17-01,"Production of paper, cardboard, and printed materials, ",EAV-08,"Waste from HZVA V. coatings, adhesives, etc.",120,5,0,,,
2008,WZ08-17-01,"Production of paper, cardboard, and printed materials, ",EAV-09,Waste from the photographic industry,,,,,,
2008,WZ08-17-01,"Production of paper, cardboard, and printed materials, ",EAV-10,Waste from thermal processes,,,,,,
2008,WZ08-17-01,"Production of paper, cardboard, and printed materials, ",EAV-11,Waste from chemical surface processing,,,,,,
2008,WZ08-17-01,"Production of paper, cardboard, and printed materials, ",EAV-12,Waste from processes of the mechanical design,,,,,,
2008,WZ08-17-01,"Production of paper, cardboard, and printed materials, ",EAV-13,Oil waste and waste from liquid fuels,,,,,,
2008,WZ08-17-01,"Production of paper, cardboard, and printed materials, ",EAV-14,"Waste from organic solvents, coolants",,,,,,
2008,WZ08-17-01,"Production of paper, cardboard, and printed materials, ",EAV-15,"Packaging drop, upright masses, wipes",,,,,,
2008,WZ08-17-01,"Production of paper, cardboard, and printed materials, ",EAV-16,"Waste, not listed elsewhere in the directory",,,,,,
2008,WZ08-17-01,"Production of paper, cardboard, and printed materials, ",EAV-17,Construction and demolition waste,39,10,0,,,
2008,WZ08-17-01,"Production of paper, cardboard, and printed materials, ",EAV-18,Waste from medical care,,,,,,
2008,WZ08-17-01,"Production of paper, cardboard, and printed materials, ",EAV-19,"Waste from waste treatment plants, etc.",,,,,,
2008,WZ08-17-01,"Production of paper, cardboard, and printed materials, ",EAV-20,"Settlement waste (budget waste, etc. Waste)",,,,,,
2008,WZ08-19,Petroleum Processing,EAV-01,Waste from the extraction of mineral resources,,,,,,
2008,WZ08-19,Petroleum Processing,EAV-02,"Waste from agriculture, forestry etc.",,,,,,
2008,WZ08-19,Petroleum Processing,EAV-03,"Waste from woodworking, among others,",,,,,,
2008,WZ08-19,Petroleum Processing,EAV-04,"Waste from the leather, fur and textile industry",,,,,,
2008,WZ08-19,Petroleum Processing,EAV-05,"Waste from oil refinement, natural gas cleaning",34,54,5,,,
2008,WZ08-19,Petroleum Processing,EAV-06,Waste from inorganic-chemical processes,9,20,4,,,
2008,WZ08-19,Petroleum Processing,EAV-07,Waste from organic-chemical processes,,,,,,
2008,WZ08-19,Petroleum Processing,EAV-08,"Waste from HZVA V. coatings, adhesives, etc.",,,,,,
2008,WZ08-19,Petroleum Processing,EAV-09,Waste from the photographic industry,,,,,,
2008,WZ08-19,Petroleum Processing,EAV-10,Waste from thermal processes,,,,,,
2008,WZ08-19,Petroleum Processing,EAV-11,Waste from chemical surface processing,,,,,,
2008,WZ08-19,Petroleum Processing,EAV-12,Waste from processes of the mechanical design,20,9,1,,,
2008,WZ08-19,Petroleum Processing,EAV-13,Oil waste and waste from liquid fuels,43,45,5,,,
2008,WZ08-19,Petroleum Processing,EAV-14,"Waste from organic solvents, coolants",,,,,,
2008,WZ08-19,Petroleum Processing,EAV-15,"Packaging drop, upright masses, wipes",,,,,,
2008,WZ08-19,Petroleum Processing,EAV-16,"Waste, not listed elsewhere in the directory",38,8,1,,,
2008,WZ08-19,Petroleum Processing,EAV-17,Construction and demolition waste,41,63,8,,,
2008,WZ08-19,Petroleum Processing,EAV-18,Waste from medical care,,,,,,
2008,WZ08-19,Petroleum Processing,EAV-19,"Waste from waste treatment plants, etc.",17,13,4,,,
2008,WZ08-19,Petroleum Processing,EAV-20,"Settlement waste (budget waste, etc. Waste)",,,,,,
2008,WZ08-20,Production of chemical products,EAV-01,Waste from the extraction of mineral resources,,,,,,
2008,WZ08-20,Production of chemical products,EAV-02,"Waste from agriculture, forestry etc.",,,,,,
2008,WZ08-20,Production of chemical products,EAV-03,"Waste from woodworking, among others,",,,,,,
2008,WZ08-20,Production of chemical products,EAV-04,"Waste from the leather, fur and textile industry",,,,,,
2008,WZ08-20,Production of chemical products,EAV-05,"Waste from oil refinement, natural gas cleaning",20,14,0,,,
2008,WZ08-20,Production of chemical products,EAV-06,Waste from inorganic-chemical processes,156,115,4,,,
2008,WZ08-20,Production of chemical products,EAV-07,Waste from organic-chemical processes,585,507,1,,,
2008,WZ08-20,Production of chemical products,EAV-08,"Waste from HZVA V. coatings, adhesives, etc.",220,33,3,,,
2008,WZ08-20,Production of chemical products,EAV-09,Waste from the photographic industry,,,,,,
2008,WZ08-20,Production of chemical products,EAV-10,Waste from thermal processes,,,,,,
2008,WZ08-20,Production of chemical products,EAV-11,Waste from chemical surface processing,,,,,,
2008,WZ08-20,Production of chemical products,EAV-12,Waste from processes of the mechanical design,,,,,,
2008,WZ08-20,Production of chemical products,EAV-13,Oil waste and waste from liquid fuels,151,9,9,,,
2008,WZ08-20,Production of chemical products,EAV-14,"Waste from organic solvents, coolants",98,16,3,,,
2008,WZ08-20,Production of chemical products,EAV-15,"Packaging drop, upright masses, wipes",379,22,0,,,
2008,WZ08-20,Production of chemical products,EAV-16,"Waste, not listed elsewhere in the directory",247,25,8,,,
2008,WZ08-20,Production of chemical products,EAV-17,Construction and demolition waste,214,213,2,,,
2008,WZ08-20,Production of chemical products,EAV-18,Waste from medical care,,,,,,
2008,WZ08-20,Production of chemical products,EAV-19,"Waste from waste treatment plants, etc.",78,48,1,,,
2008,WZ08-20,Production of chemical products,EAV-20,"Settlement waste (budget waste, etc. Waste)",,,,,,
2008,WZ08-21,Production of pharmaceutical products,EAV-01,Waste from the extraction of mineral resources,,,,,,
2008,WZ08-21,Production of pharmaceutical products,EAV-02,"Waste from agriculture, forestry etc.",,,,,,
2008,WZ08-21,Production of pharmaceutical products,EAV-03,"Waste from woodworking, among others,",,,,,,
2008,WZ08-21,Production of pharmaceutical products,EAV-04,"Waste from the leather, fur and textile industry",,,,,,
2008,WZ08-21,Production of pharmaceutical products,EAV-05,"Waste from oil refinement, natural gas cleaning",,,,,,
2008,WZ08-21,Production of pharmaceutical products,EAV-06,Waste from inorganic-chemical processes,,,,,,
2008,WZ08-21,Production of pharmaceutical products,EAV-07,Waste from organic-chemical processes,101,71,7,,,
2008,WZ08-21,Production of pharmaceutical products,EAV-08,"Waste from HZVA V. coatings, adhesives, etc.",,,,,,
2008,WZ08-21,Production of pharmaceutical products,EAV-09,Waste from the photographic industry,,,,,,
2008,WZ08-21,Production of pharmaceutical products,EAV-10,Waste from thermal processes,,,,,,
2008,WZ08-21,Production of pharmaceutical products,EAV-11,Waste from chemical surface processing,,,,,,
2008,WZ08-21,Production of pharmaceutical products,EAV-12,Waste from processes of the mechanical design,,,,,,
2008,WZ08-21,Production of pharmaceutical products,EAV-13,Oil waste and waste from liquid fuels,,,,,,
2008,WZ08-21,Production of pharmaceutical products,EAV-14,"Waste from organic solvents, coolants",,,,,,
2008,WZ08-21,Production of pharmaceutical products,EAV-15,"Packaging drop, upright masses, wipes",,,,,,
2008,WZ08-21,Production of pharmaceutical products,EAV-16,"Waste, not listed elsewhere in the directory",,,,,,
2008,WZ08-21,Production of pharmaceutical products,EAV-17,Construction and demolition waste,21,53,9,,,
2008,WZ08-21,Production of pharmaceutical products,EAV-18,Waste from medical care,,,,,,
2008,WZ08-21,Production of pharmaceutical products,EAV-19,"Waste from waste treatment plants, etc.",12,25,3,,,
2008,WZ08-21,Production of pharmaceutical products,EAV-20,"Settlement waste (budget waste, etc. Waste)",,,,,,
2008,WZ08-22,Production of rubber and plastic goods,EAV-01,Waste from the extraction of mineral resources,,,,,,
2008,WZ08-22,Production of rubber and plastic goods,EAV-02,"Waste from agriculture, forestry etc.",,,,,,
2008,WZ08-22,Production of rubber and plastic goods,EAV-03,"Waste from woodworking, among others,",,,,,,
2008,WZ08-22,Production of rubber and plastic goods,EAV-04,"Waste from the leather, fur and textile industry",,,,,,
2008,WZ08-22,Production of rubber and plastic goods,EAV-05,"Waste from oil refinement, natural gas cleaning",,,,,,
2008,WZ08-22,Production of rubber and plastic goods,EAV-06,Waste from inorganic-chemical processes,,,,,,
2008,WZ08-22,Production of rubber and plastic goods,EAV-07,Waste from organic-chemical processes,195,23,9,,,
2008,WZ08-22,Production of rubber and plastic goods,EAV-08,"Waste from HZVA V. coatings, adhesives, etc.",145,10,5,,,
2008,WZ08-22,Production of rubber and plastic goods,EAV-09,Waste from the photographic industry,,,,,,
2008,WZ08-22,Production of rubber and plastic goods,EAV-10,Waste from thermal processes,,,,,,
2008,WZ08-22,Production of rubber and plastic goods,EAV-11,Waste from chemical surface processing,,,,,,
2008,WZ08-22,Production of rubber and plastic goods,EAV-12,Waste from processes of the mechanical design,,,,,,
2008,WZ08-22,Production of rubber and plastic goods,EAV-13,Oil waste and waste from liquid fuels,97,5,1,,,
2008,WZ08-22,Production of rubber and plastic goods,EAV-14,"Waste from organic solvents, coolants",,,,,,
2008,WZ08-22,Production of rubber and plastic goods,EAV-15,"Packaging drop, upright masses, wipes",,,,,,
2008,WZ08-22,Production of rubber and plastic goods,EAV-16,"Waste, not listed elsewhere in the directory",,,,,,
2008,WZ08-22,Production of rubber and plastic goods,EAV-17,Construction and demolition waste,132,25,9,,,
2008,WZ08-22,Production of rubber and plastic goods,EAV-18,Waste from medical care,,,,,,
2008,WZ08-22,Production of rubber and plastic goods,EAV-19,"Waste from waste treatment plants, etc.",,,,,,
2008,WZ08-22,Production of rubber and plastic goods,EAV-20,"Settlement waste (budget waste, etc. Waste)",,,,,,
2008,WZ08-23,"Manufacturing of glassware, ceramics, and processing of stones and earth materials.",EAV-01,Waste from the extraction of mineral resources,,,,,,
2008,WZ08-23,"Manufacturing of glassware, ceramics, and processing of stones and earth materials.",EAV-02,"Waste from agriculture, forestry etc.",,,,,,
2008,WZ08-23,"Manufacturing of glassware, ceramics, and processing of stones and earth materials.",EAV-03,"Waste from woodworking, among others,",,,,,,
2008,WZ08-23,"Manufacturing of glassware, ceramics, and processing of stones and earth materials.",EAV-04,"Waste from the leather, fur and textile industry",,,,,,
2008,WZ08-23,"Manufacturing of glassware, ceramics, and processing of stones and earth materials.",EAV-05,"Waste from oil refinement, natural gas cleaning",,,,,,
2008,WZ08-23,"Manufacturing of glassware, ceramics, and processing of stones and earth materials.",EAV-06,Waste from inorganic-chemical processes,,,,,,
2008,WZ08-23,"Manufacturing of glassware, ceramics, and processing of stones and earth materials.",EAV-07,Waste from organic-chemical processes,,,,,,
2008,WZ08-23,"Manufacturing of glassware, ceramics, and processing of stones and earth materials.",EAV-08,"Waste from HZVA V. coatings, adhesives, etc.",,,,,,
2008,WZ08-23,"Manufacturing of glassware, ceramics, and processing of stones and earth materials.",EAV-09,Waste from the photographic industry,,,,,,
2008,WZ08-23,"Manufacturing of glassware, ceramics, and processing of stones and earth materials.",EAV-10,Waste from thermal processes,55,9,0,,,
2008,WZ08-23,"Manufacturing of glassware, ceramics, and processing of stones and earth materials.",EAV-11,Waste from chemical surface processing,,,,,,
2008,WZ08-23,"Manufacturing of glassware, ceramics, and processing of stones and earth materials.",EAV-12,Waste from processes of the mechanical design,,,,,,
2008,WZ08-23,"Manufacturing of glassware, ceramics, and processing of stones and earth materials.",EAV-13,Oil waste and waste from liquid fuels,,,,,,
2008,WZ08-23,"Manufacturing of glassware, ceramics, and processing of stones and earth materials.",EAV-14,"Waste from organic solvents, coolants",,,,,,
2008,WZ08-23,"Manufacturing of glassware, ceramics, and processing of stones and earth materials.",EAV-15,"Packaging drop, upright masses, wipes",,,,,,
2008,WZ08-23,"Manufacturing of glassware, ceramics, and processing of stones and earth materials.",EAV-16,"Waste, not listed elsewhere in the directory",53,26,5,,,
2008,WZ08-23,"Manufacturing of glassware, ceramics, and processing of stones and earth materials.",EAV-17,Construction and demolition waste,145,167,3,,,
2008,WZ08-23,"Manufacturing of glassware, ceramics, and processing of stones and earth materials.",EAV-18,Waste from medical care,,,,,,
2008,WZ08-23,"Manufacturing of glassware, ceramics, and processing of stones and earth materials.",EAV-19,"Waste from waste treatment plants, etc.",17,4,8,,,
2008,WZ08-23,"Manufacturing of glassware, ceramics, and processing of stones and earth materials.",EAV-20,"Settlement waste (budget waste, etc. Waste)",,,,,,
2008,WZ08-24,Metal generation and processing,EAV-01,Waste from the extraction of mineral resources,,,,,,
2008,WZ08-24,Metal generation and processing,EAV-02,"Waste from agriculture, forestry etc.",,,,,,
2008,WZ08-24,Metal generation and processing,EAV-03,"Waste from woodworking, among others,",,,,,,
2008,WZ08-24,Metal generation and processing,EAV-04,"Waste from the leather, fur and textile industry",,,,,,
2008,WZ08-24,Metal generation and processing,EAV-05,"Waste from oil refinement, natural gas cleaning",,,,,,
2008,WZ08-24,Metal generation and processing,EAV-06,Waste from inorganic-chemical processes,96,49,3,,,
2008,WZ08-24,Metal generation and processing,EAV-07,Waste from organic-chemical processes,,,,,,
2008,WZ08-24,Metal generation and processing,EAV-08,"Waste from HZVA V. coatings, adhesives, etc.",,,,,,
2008,WZ08-24,Metal generation and processing,EAV-09,Waste from the photographic industry,,,,,,
2008,WZ08-24,Metal generation and processing,EAV-10,Waste from thermal processes,166,497,2,,,
2008,WZ08-24,Metal generation and processing,EAV-11,Waste from chemical surface processing,190,301,8,,,
2008,WZ08-24,Metal generation and processing,EAV-12,Waste from processes of the mechanical design,326,129,0,,,
2008,WZ08-24,Metal generation and processing,EAV-13,Oil waste and waste from liquid fuels,168,27,8,,,
2008,WZ08-24,Metal generation and processing,EAV-14,"Waste from organic solvents, coolants",,,,,,
2008,WZ08-24,Metal generation and processing,EAV-15,"Packaging drop, upright masses, wipes",187,12,1,,,
2008,WZ08-24,Metal generation and processing,EAV-16,"Waste, not listed elsewhere in the directory",109,25,4,,,
2008,WZ08-24,Metal generation and processing,EAV-17,Construction and demolition waste,120,71,7,,,
