Statistics_Code,Statistics_Label,time_code,time_label,Time,1_feature_code,1_feature_label,1_expression_code,1_expression_label,2_feature_code,2_Feature_Label,2_expression_code,2_expression_label,Waste_Disposal_Plants,Input_from_waste_disposal_plants,Waste_generated_in_own_operation,Waste_delivered_from_the_country,Waste_delivered_from_abroad
32111,Collection of waste disposal,JAHR,Jahr,2021,DINSG,Germany as a whole,DG,Deutschland,EAVXB6,Types of waste,EAV-010413-U,Waste from stonemasonry and sawing work (excluding 010407),35.0,36.5,31.5,5.1,
32111,Collection of waste disposal,JAHR,Jahr,2021,DINSG,Germany as a whole,DG,Deutschland,EAVXB6,Types of waste,EAV-010499-U,processing v. non-metal Soil waste: waste n.e.c.,3.0,0.0,0.0,0.0,
32111,Collection of waste disposal,JAHR,Jahr,2021,DINSG,Germany as a whole,DG,Deutschland,EAVXB6,types of waste,EAV-010504-U,Sludge and waste from freshwater drilling,35.0,73.7,0.1,73.6,
32111,Collection of waste disposal,JAHR,Jahr,2021,DINSG,Germany as a whole,DG,Deutschland,EAVXB6,Types of waste,EAV-010505-G,Oily drilling muds and wastes,12.0,4.1,,4.1,
32111,Collection of waste disposal,JAHR,Jahr,2021,DINSG,Germany as a whole,DG,Deutschland,EAVXB6,types of waste,EAV-010506-G,Drilling muds and other drilling waste with hazardous substances,5.0,13.7,,13.7,
32111,Collection of waste disposal,JAHR,Jahr,2021,DINSG,Germany as a whole,DG,Deutschland,EAVXB6,types of waste,EAV-010507-U,"Drilling cuttings and waste containing barite (oh.010505,010506)",,,,,
32111,Collection of waste disposal,JAHR,Jahr,2021,DINSG,Germany as a whole,DG,Deutschland,EAVXB6,types of waste,EAV-010508-U,"Chloride content. Drilling tubing waste (oh.010505,010506)",17.0,56.2,,56.2,
32111,Collection of waste disposal,JAHR,Jahr,2021,DINSG,Germany as a whole,DG,Deutschland,EAVXB6,types of waste,EAV-010599-U,drilling muds and. other construction waste: waste not otherwise specified,3.0,0.8,,0.8,
32111,Collection of waste disposal,JAHR,Jahr,2021,DINSG,Germany as a whole,DG,Deutschland,EAVXB6,types of waste,EAV-020101-U,"Agriculture, among other things: sludge from washing and cleaning processes.",9.0,0.5,,0.5,
32111,Collection of waste disposal,JAHR,Jahr,2021,DINSG,Germany as a whole,DG,Deutschland,EAVXB6,types of waste,EAV-020102-U,Agriculture i.a.: Waste from animal tissue,13.0,53.3,,53.3,
32111,Collection of waste disposal,JAHR,Jahr,2021,DINSG,Germany as a whole,DG,Deutschland,EAVXB6,types of waste,EAV-020103-U,"Agriculture, among other things: waste from plant tissue",273.0,744.0,94.4,649.5,
32111,Collection of waste disposal,JAHR,Jahr,2021,DINSG,Germany as a whole,DG,Deutschland,EAVXB6,types of waste,EAV-020104-U,"Agricultural, etc.: plastic waste (without packaging)",64.0,30.0,,27.5,2.5
32111,Collection of waste disposal,JAHR,Jahr,2021,DINSG,Germany as a whole,DG,Deutschland,EAVXB6,Types of waste,EAV-020106-U,"Animal excreta, manure/manure/stable manure",197.0,610.6,136.5,467.6,6.4
32111,Collection of waste disposal,JAHR,Jahr,2021,DINSG,Germany as a whole,DG,Deutschland,EAVXB6,Types of waste,EAV-020107-U,Waste from forestry,59.0,242.2,32.7,209.5,0.0
32111,Collection of waste disposal,JAHR,Jahr,2021,DINSG,Germany as a whole,DG,Deutschland,EAVXB6,types of waste,EAV-020108-G,Agricultural chemical waste,20.0,1.7,0.0,1.4,0.3
32111,Collection of waste disposal,JAHR,Jahr,2021,DINSG,Germany as a whole,DG,Deutschland,EAVXB6,Types of waste,EAV-020109-U,waste v. chemistry. f.d. Agriculture(oh.020108),6.0,0.1,,0.1,0.0
32111,Collection of waste disposal,JAHR,Jahr,2021,DINSG,Germany as a whole,DG,Deutschland,EAVXB6,types of waste,EAV-020110-U,Agriculture e.g.: metal waste,14.0,1.3,,1.3,0.0
32111,Collection of waste disposal,JAHR,Jahr,2021,DINSG,Germany as a whole,DG,Deutschland,EAVXB6,Types of waste,EAV-020199-U,Agriculture and others: waste not otherwise specified,15.0,3.0,,3.0,
32111,Collection of waste disposal,JAHR,Jahr,2021,DINSG,Germany as a whole,DG,Deutschland,EAVXB6,Types of waste,EAV-020201-U,Meat and others: sludges from washing and cleaning processes,11.0,24.9,17.8,7.1,
32111,Collection of waste disposal,JAHR,Jahr,2021,DINSG,Germany as a whole,DG,Deutschland,EAVXB6,types of waste,EAV-020202-U,"Meat, among other things: waste from animal tissue",24.0,107.5,1.3,105.3,0.8
32111,Collection of waste disposal,JAHR,Jahr,2021,DINSG,Germany as a whole,DG,Deutschland,EAVXB6,types of waste,EAV-020203-U,Meat and others: For consumption/processing. unsuitable substances,123.0,423.7,5.7,394.7,23.3
32111,Collection of waste disposal,JAHR,Jahr,2021,DINSG,Germany as a whole,DG,Deutschland,EAVXB6,types of waste,EAV-020204-U,Meat and others: sludge (company waste water tank),200.0,872.0,46.0,819.4,6.6
32111,Collection of waste disposal,JAHR,Jahr,2021,DINSG,Germany as a whole,DG,Deutschland,EAVXB6,types of waste,EAV-020299-U,"processing of meat, fish, etc.: waste not otherwise specified",27.0,75.8,0.0,75.5,0.3
32111,Collection of waste disposal,JAHR,Jahr,2021,DINSG,Germany as a whole,DG,Deutschland,EAVXB6,Types of waste,EAV-020301-U,"Fruit and others: sludge from washing, cleaning proc. i.a.",34.0,41.0,,41.0,
32111,Collection of waste disposal,JAHR,Jahr,2021,DINSG,Germany as a whole,DG,Deutschland,EAVXB6,types of waste,EAV-020302-U,"Fruit, among other things: Waste preservatives",,,,,
32111,Collection of waste disposal,JAHR,Jahr,2021,DINSG,Germany as a whole,DG,Deutschland,EAVXB6,types of waste,EAV-020303-U,"Fruit, among other things: waste from extraction with solvents",6.0,1.7,,1.7,
32111,Collection of waste disposal,JAHR,Jahr,2021,DINSG,Germany as a whole,DG,Deutschland,EAVXB6,types of waste,EAV-020304-U,Fruit and others: For consumption/processing. unsuitable substances,233.0,452.5,98.5,347.5,6.5
32111,Collection of waste disposal,JAHR,Jahr,2021,DINSG,Germany as a whole,DG,Deutschland,EAVXB6,Types of waste,EAV-020305-U,"Fruit, among other things: sludge (in-house waste water tank)",31.0,52.0,,43.8,8.2
32111,Collection of waste disposal,JAHR,Jahr,2021,DINSG,Germany as a whole,DG,Deutschland,EAVXB6,types of waste,EAV-020399-U,"Processing of fruit, vegetables, etc.: waste n.e.c.",30.0,55.7,,47.3,8.4
32111,Collection of waste disposal,JAHR,Jahr,2021,DINSG,Germany as a whole,DG,Deutschland,EAVXB6,types of waste,EAV-020401-U,Sugar production: beet soil,,,,,
32111,Collection of waste disposal,JAHR,Jahr,2021,DINSG,Germany as a whole,DG,Deutschland,EAVXB6,Types of waste,EAV-020402-U,Sugar manufacturer: Not specific. calcium carbonate sludge,,,,,
32111,Collection of waste disposal,JAHR,Jahr,2021,DINSG,Germany as a whole,DG,Deutschland,EAVXB6,Types of waste,EAV-020403-U,Sugar production: sludge (in-house waste water tank),,,,,
32111,Collection of waste disposal,JAHR,Jahr,2021,DINSG,Germany as a whole,DG,Deutschland,EAVXB6,types of waste,EAV-020499-U,Sugar production: waste n.e.c.,4.0,117.5,116.8,0.7,
32111,Collection of waste disposal,JAHR,Jahr,2021,DINSG,Germany as a whole,DG,Deutschland,EAVXB6,types of waste,EAV-020501-U,Milk processing: For consumption/processing. unsuitable,44.0,57.7,,55.6,2.1
32111,Collection of waste disposal,JAHR,Jahr,2021,DINSG,Germany as a whole,DG,Deutschland,EAVXB6,types of waste,EAV-020502-U,Milk processing: sludge (in-house waste water tank),31.0,57.7,,57.7,
32111,Collection of waste disposal,JAHR,Jahr,2021,DINSG,Germany as a whole,DG,Deutschland,EAVXB6,types of waste,EAV-020599-U,Dairy processing: wastes not otherwise specified,5.0,18.1,,18.1,
32111,Collection of waste disposal,JAHR,Jahr,2021,DINSG,Germany as a whole,DG,Deutschland,EAVXB6,types of waste,EAV-020601-U,Bakery and confectionery: For consumption/processing. unsuitable st,83.0,293.5,2.2,256.9,34.4
32111,Collection of waste disposal,JAHR,Jahr,2021,DINSG,Germany as a whole,DG,Deutschland,EAVXB6,types of waste,EAV-020602-U,"Baked goods, confectionery: waste from preservatives",,,,,
32111,Collection of waste disposal,JAHR,Jahr,2021,DINSG,Germany as a whole,DG,Deutschland,EAVXB6,Types of waste,EAV-020603-U,"Baked goods, confectionery: sludge (own waste water treatment)",7.0,7.1,,7.1,
32111,Collection of waste disposal,JAHR,Jahr,2021,DINSG,Germany as a whole,DG,Deutschland,EAVXB6,types of waste,EAV-020699-U,Manufacture of bakery and confectionery products: waste n.e.c.,,,,,
32111,Collection of waste disposal,JAHR,Jahr,2021,DINSG,Germany as a whole,DG,Deutschland,EAVXB6,types of waste,EAV-020701-U,"Beverages: Waste from laundry, cleaning, etc.",4.0,1.1,,1.1,
32111,Collection of waste disposal,JAHR,Jahr,2021,DINSG,Germany as a whole,DG,Deutschland,EAVXB6,Types of waste,EAV-020702-U,Beverages: Waste from alcohol distillation,24.0,822.0,796.9,25.1,
32111,Collection of waste disposal,JAHR,Jahr,2021,DINSG,Germany as a whole,DG,Deutschland,EAVXB6,types of waste,EAV-020703-U,Beverages: Waste from chemical treatment,,,,,
32111,Collection of waste disposal,JAHR,Jahr,2021,DINSG,Germany as a whole,DG,Deutschland,EAVXB6,Types of waste,EAV-020704-U,Beverages: For consumption/processing unsuitable substances,56.0,76.5,,75.6,0.9
32111,Collection of waste disposal,JAHR,Jahr,2021,DINSG,Germany as a whole,DG,Deutschland,EAVXB6,types of waste,EAV-020705-U,Beverages: sludge (in-house waste water treatment),12.0,6.3,,6.3,
32111,Collection of waste disposal,JAHR,Jahr,2021,DINSG,Germany as a whole,DG,Deutschland,EAVXB6,types of waste,EAV-020799-U,Manufacture of beverages: waste n.e.c.,16.0,4.1,,4.1,
32111,Collection of waste disposal,JAHR,Jahr,2021,DINSG,Germany as a whole,DG,Deutschland,EAVXB6,Types of waste,EAV-030101-U,"Wood processing, etc.: bark and cork waste",28.0,349.9,269.1,80.8,
32111,Collection of waste disposal,JAHR,Jahr,2021,DINSG,Germany as a whole,DG,Deutschland,EAVXB6,Types of waste,EAV-030104-G,"Sawdust, shavings, cuttings, wood, chipboard",7.0,6.5,,1.0,5.5
32111,Collection of waste disposal,JAHR,Jahr,2021,DINSG,Germany as a whole,DG,Deutschland,EAVXB6,Types of waste,EAV-030105-U,"Sawdust, shavings, trimmings, wood, chipboard. (oh.030104)",404.0,2015.6,1281.9,607.4,126.4
32111,Collection of waste disposal,JAHR,Jahr,2021,DINSG,Germany as a whole,DG,Deutschland,EAVXB6,Types of waste,EAV-030199-U,"Woodworking, among others: waste not otherwise specified",4.0,25.1,25.0,0.1,
32111,Collection of waste disposal,JAHR,Jahr,2021,DINSG,Germany as a whole,DG,Deutschland,EAVXB6,types of waste,EAV-030201-G,Halogen-free organic wood preservatives,5.0,0.0,,0.0,0.0
32111,Collection of waste disposal,JAHR,Jahr,2021,DINSG,Germany as a whole,DG,Deutschland,EAVXB6,Types of waste,EAV-030202-G,Organochlorine wood preservatives,3.0,0.0,,0.0,
32111,Collection of waste disposal,JAHR,Jahr,2021,DINSG,Germany as a whole,DG,Deutschland,EAVXB6,Types of waste,EAV-030203-G,Metallo-organic wood preservatives,,,,,
32111,Collection of waste disposal,JAHR,Jahr,2021,DINSG,Germany as a whole,DG,Deutschland,EAVXB6,Types of waste,EAV-030204-G,Inorganic wood preservatives,,,,,
32111,Collection of waste disposal,JAHR,Jahr,2021,DINSG,Germany as a whole,DG,Deutschland,EAVXB6,types of waste,EAV-030205-G,Other wood preservatives containing dangerous substances,3.0,0.0,,0.0,0.0
32111,Collection of waste disposal,JAHR,Jahr,2021,DINSG,Germany as a whole,DG,Deutschland,EAVXB6,types of waste,EAV-030299-U,wood preservatives n.e.c.,,,,,
32111,Collection of waste disposal,JAHR,Jahr,2021,DINSG,Germany as a whole,DG,Deutschland,EAVXB6,types of waste,EAV-030301-U,Paper manufacture i.a.: bark and wood waste,28.0,265.5,112.9,152.6,
32111,Collection of waste disposal,JAHR,Jahr,2021,DINSG,Germany as a whole,DG,Deutschland,EAVXB6,Types of waste,EAV-030302-U,Sulphite sludge (from reclamation of cooking liquors),,,,,
32111,Collection of waste disposal,JAHR,Jahr,2021,DINSG,Germany as a whole,DG,Deutschland,EAVXB6,Types of waste,EAV-030305-U,Deinking sludge from paper recycling,9.0,282.5,213.0,43.9,25.7
32111,Collection of waste disposal,JAHR,Jahr,2021,DINSG,Germany as a whole,DG,Deutschland,EAVXB6,types of waste,EAV-030307-U,Mechanically separated waste (paper waste),93.0,836.4,181.9,640.8,13.7
32111,Collection of waste disposal,JAHR,Jahr,2021,DINSG,Germany as a whole,DG,Deutschland,EAVXB6,Types of waste,EAV-030308-U,Waste from sorting v. paper for recycling,10.0,18.5,,18.5,
32111,Collection of waste disposal,JAHR,Jahr,2021,DINSG,Germany as a whole,DG,Deutschland,EAVXB6,Types of waste,EAV-030309-U,Lime sludge waste,7.0,17.2,0.2,17.1,
32111,Collection of waste disposal,JAHR,Jahr,2021,DINSG,Germany as a whole,DG,Deutschland,EAVXB6,Types of waste,EAV-030310-U,"Fiber waste, fiber, filler and coating sludge",68.0,1393.6,422.3,962.8,8.5
32111,Collection of waste disposal,JAHR,Jahr,2021,DINSG,Germany as a whole,DG,Deutschland,EAVXB6,Types of waste,EAV-030311-U,Sludge a. operational wastewater treatment (oh.030310),37.0,145.5,32.9,112.6,
32111,Collection of waste disposal,JAHR,Jahr,2021,DINSG,Germany as a whole,DG,Deutschland,EAVXB6,Types of waste,EAV-030399-U,"Paper manufacture, etc.: Waste not otherwise specified",16.0,29.1,11.4,16.2,1.5
32111,Collection of waste disposal,JAHR,Jahr,2021,DINSG,Germany as a whole,DG,Deutschland,EAVXB6,Types of waste,EAV-040101-U,Flesh scrapings and skin scraps,,,,,
32111,Collection of waste disposal,JAHR,Jahr,2021,DINSG,Germany as a whole,DG,Deutschland,EAVXB6,Types of waste,EAV-040102-U,Limed glue leather,,,,,
32111,Collection of waste disposal,JAHR,Jahr,2021,DINSG,Germany as a whole,DG,Deutschland,EAVXB6,types of waste,EAV-040103-G,"Degreasing waste, solvent-free, non-liquid phase",,,,,
32111,Collection of waste disposal,JAHR,Jahr,2021,DINSG,Germany as a whole,DG,Deutschland,EAVXB6,types of waste,EAV-040104-U,Chromium-containing tannery broth,,,,,
32111,Collection of waste disposal,JAHR,Jahr,2021,DINSG,Germany as a whole,DG,Deutschland,EAVXB6,Types of waste,EAV-040105-U,Chromium-free tannery broth,,,,,
32111,Collection of waste disposal,JAHR,Jahr,2021,DINSG,Germany as a whole,DG,Deutschland,EAVXB6,types of waste,EAV-040106-U,Slurries containing chromium,10.0,96.0,81.2,14.7,
32111,Collection of waste disposal,JAHR,Jahr,2021,DINSG,Germany as a whole,DG,Deutschland,EAVXB6,types of waste,EAV-040107-U,Chromium-free sludges,3.0,0.8,,0.8,
32111,Collection of waste disposal,JAHR,Jahr,2021,DINSG,Germany as a whole,DG,Deutschland,EAVXB6,Types of waste,EAV-040108-U,Chrome waste from tanned leather,9.0,4.8,0.4,3.1,1.3
32111,Collection of waste disposal,JAHR,Jahr,2021,DINSG,Germany as a whole,DG,Deutschland,EAVXB6,Types of waste,EAV-040109-U,Waste from preparation and finishing,,,,,
32111,Collection of waste disposal,JAHR,Jahr,2021,DINSG,Germany as a whole,DG,Deutschland,EAVXB6,Types of waste,EAV-040199-U,Leather and fur industry: wastes not otherwise specified,5.0,0.2,,0.2,
32111,Collection of waste disposal,JAHR,Jahr,2021,DINSG,Germany as a whole,DG,Deutschland,EAVXB6,Types of waste,EAV-040209-U,"Waste from composite materials (elastomer, etc.)",36.0,26.9,,18.9,8.1
32111,Collection of waste disposal,JAHR,Jahr,2021,DINSG,Germany as a whole,DG,Deutschland,EAVXB6,types of waste,EAV-040210-U,Organic substances from natural substances (e.g. fats),3.0,0.2,,0.2,
32111,Collection of waste disposal,JAHR,Jahr,2021,DINSG,Germany as a whole,DG,Deutschland,EAVXB6,types of waste,EAV-040214-G,Waste from the finish with organ. solvent,,,,,
32111,Collection of waste disposal,JAHR,Jahr,2021,DINSG,Germany as a whole,DG,Deutschland,EAVXB6,types of waste,EAV-040215-U,Waste from the finish (without 040214),7.0,0.5,0.1,0.4,
32111,Collection of waste disposal,JAHR,Jahr,2021,DINSG,Germany as a whole,DG,Deutschland,EAVXB6,Types of waste,EAV-040216-G,Dyes and pigments with hazardous substances,7.0,0.6,,0.2,0.4
32111,Collection of waste disposal,JAHR,Jahr,2021,DINSG,Germany as a whole,DG,Deutschland,EAVXB6,Types of waste,EAV-040217-U,Dyes and pigments (without 040216),3.0,0.0,,0.0,
32111,Collection of waste disposal,JAHR,Jahr,2021,DINSG,Germany as a whole,DG,Deutschland,EAVXB6,Types of waste,EAV-040219-G,Textile industry: sludge (own waste water treatment),,,,,
32111,Collection of waste disposal,JAHR,Jahr,2021,DINSG,Germany as a whole,DG,Deutschland,EAVXB6,types of waste,EAV-040220-U,sludge from on-site Waste water tank (oh.040219),13.0,1.7,,1.7,
32111,Collection of waste disposal,JAHR,Jahr,2021,DINSG,Germany as a whole,DG,Deutschland,EAVXB6,types of waste,EAV-040221-U,Waste from untreated textile fibers,11.0,13.2,0.9,3.3,9.0
32111,Collection of waste disposal,JAHR,Jahr,2021,DINSG,Germany as a whole,DG,Deutschland,EAVXB6,types of waste,EAV-040222-U,Waste from processed textile fibers,56.0,25.9,0.6,24.7,0.6
32111,Collection of waste disposal,JAHR,Jahr,2021,DINSG,Germany as a whole,DG,Deutschland,EAVXB6,Types of waste,EAV-040299-U,Textile industry: waste n.e.c.,4.0,4.8,,0.1,4.7
32111,Collection of waste disposal,JAHR,Jahr,2021,DINSG,Germany as a whole,DG,Deutschland,EAVXB6,Types of waste,EAV-050102-G,Petroleum refining: desalination sludges,,,,,
32111,Collection of waste disposal,JAHR,Jahr,2021,DINSG,Germany as a whole,DG,Deutschland,EAVXB6,Types of waste,EAV-050103-G,Petroleum refining: bottom sludge from tanks,25.0,12.3,1.3,10.6,0.4
32111,Collection of waste disposal,JAHR,Jahr,2021,DINSG,Germany as a whole,DG,Deutschland,EAVXB6,Types of waste,EAV-050104-G,Petroleum refining: Acid alkyl sludges,,,,,
32111,Collection of waste disposal,JAHR,Jahr,2021,DINSG,Germany as a whole,DG,Deutschland,EAVXB6,types of waste,EAV-050105-G,Petroleum Refining: Oil Spills,,,,,
32111,Collection of waste disposal,JAHR,Jahr,2021,DINSG,Germany as a whole,DG,Deutschland,EAVXB6,types of waste,EAV-050106-G,Petroleum refining: oil holding.sludges a.operation process.,24.0,13.8,1.4,12.4,0.0
32111,Collection of waste disposal,JAHR,Jahr,2021,DINSG,Germany as a whole,DG,Deutschland,EAVXB6,types of waste,EAV-050107-G,Petroleum refining: acid tars,,,,,
32111,Collection of waste disposal,JAHR,Jahr,2021,DINSG,Germany as a whole,DG,Deutschland,EAVXB6,Types of waste,EAV-050108-G,Petroleum refining: Other teas,4.0,0.2,,0.2,
32111,Collection of waste disposal,JAHR,Jahr,2021,DINSG,Germany as a whole,DG,Deutschland,EAVXB6,types of waste,EAV-050109-G,Petroleum refining: sludge (company wastewater tank),12.0,7.4,4.1,2.7,0.6
32111,Collection of waste disposal,JAHR,Jahr,2021,DINSG,Germany as a whole,DG,Deutschland,EAVXB6,Types of waste,EAV-050110-U,sludge a. company owned Sewage treatment (oh.050109),4.0,3.2,,3.2,
32111,Collection of waste disposal,JAHR,Jahr,2021,DINSG,Germany as a whole,DG,Deutschland,EAVXB6,types of waste,EAV-050111-G,Petroleum refinery: Waste from fuel purification. with bases,,,,,
32111,Collection of waste disposal,JAHR,Jahr,2021,DINSG,Germany as a whole,DG,Deutschland,EAVXB6,types of waste,EAV-050112-G,Petroleum Refining: Acidic Oils,,,,,
32111,Collection of waste disposal,JAHR,Jahr,2021,DINSG,Germany as a whole,DG,Deutschland,EAVXB6,types of waste,EAV-050113-U,Petroleum refining: sludges from boiler feed water treatment.,,,,,
32111,Collection of waste disposal,JAHR,Jahr,2021,DINSG,Germany as a whole,DG,Deutschland,EAVXB6,types of waste,EAV-050114-U,Petroleum refining: waste from cooling columns,,,,,
32111,Collection of waste disposal,JAHR,Jahr,2021,DINSG,Germany as a whole,DG,Deutschland,EAVXB6,types of waste,EAV-050115-G,Petroleum Refining: Used filter clays,7.0,0.6,0.1,0.5,
32111,Collection of waste disposal,JAHR,Jahr,2021,DINSG,Germany as a whole,DG,Deutschland,EAVXB6,types of waste,EAV-050116-U,Petroleum Ref.:Sulphur. Waste from oil desulfurization,7.0,0.3,,0.3,
32111,Collection of waste disposal,JAHR,Jahr,2021,DINSG,Germany as a whole,DG,Deutschland,EAVXB6,Types of waste,EAV-050117-U,Petroleum refining: bitumen,5.0,0.2,,0.2,
32111,Collection of waste disposal,JAHR,Jahr,2021,DINSG,Germany as a whole,DG,Deutschland,EAVXB6,types of waste,EAV-050199-U,Petroleum refining: wastes n.e.c.,,,,,
32111,Collection of waste disposal,JAHR,Jahr,2021,DINSG,Germany as a whole,DG,Deutschland,EAVXB6,Types of waste,EAV-050601-G,Coal pyrolysis: acid tars,,,,,
32111,Collection of waste disposal,JAHR,Jahr,2021,DINSG,Germany as a whole,DG,Deutschland,EAVXB6,Types of waste,EAV-050603-G,Kohlepyrolyse: Andere Teere,20.0,2.8,0.0,2.8,
32111,Collection of waste disposal,JAHR,Jahr,2021,DINSG,Germany as a whole,DG,Deutschland,EAVXB6,Types of waste,EAV-050604-U,Coal pyrolysis: waste from cooling columns,,,,,
32111,Collection of waste disposal,JAHR,Jahr,2021,DINSG,Germany as a whole,DG,Deutschland,EAVXB6,types of waste,EAV-050699-U,Coal pyrolysis: wastes not otherwise specified,,,,,
32111,Collection of waste disposal,JAHR,Jahr,2021,DINSG,Germany as a whole,DG,Deutschland,EAVXB6,Types of waste,EAV-050701-G,"Natural gas cleaning, transport: mercury h. waste",4.0,0.2,,0.2,0.0
32111,Collection of waste disposal,JAHR,Jahr,2021,DINSG,Germany as a whole,DG,Deutschland,EAVXB6,types of waste,EAV-050702-U,"Natural gas purification, transport: waste containing sulfur",3.0,0.1,,0.1,
32111,Collection of waste disposal,JAHR,Jahr,2021,DINSG,Germany as a whole,DG,Deutschland,EAVXB6,Types of waste,EAV-050799-U,"Natural gas purification, transport: waste n.e.c.",,,,,
32111,Collection of waste disposal,JAHR,Jahr,2021,DINSG,Germany as a whole,DG,Deutschland,EAVXB6,Types of waste,EAV-060101-G,sulfuric acid and sulphurous acid,43.0,197.1,32.9,107.7,56.6
32111,Collection of waste disposal,JAHR,Jahr,2021,DINSG,Germany as a whole,DG,Deutschland,EAVXB6,types of waste,EAV-060102-G,hydrochloric acid,21.0,6.3,1.0,5.2,0.0
32111,Collection of waste disposal,JAHR,Jahr,2021,DINSG,Germany as a whole,DG,Deutschland,EAVXB6,types of waste,EAV-060103-G,Hydrofluoric acid,10.0,2.3,2.2,0.1,
32111,Collection of waste disposal,JAHR,Jahr,2021,DINSG,Germany as a whole,DG,Deutschland,EAVXB6,types of waste,EAV-060104-G,Phosphoric acid and phosphorous acid,18.0,1.4,,1.4,
32111,Collection of waste disposal,JAHR,Jahr,2021,DINSG,Germany as a whole,DG,Deutschland,EAVXB6,types of waste,EAV-060105-G,Nitric acid and nitrous acid,18.0,1.2,0.0,1.1,0.0
32111,Collection of waste disposal,JAHR,Jahr,2021,DINSG,Germany as a whole,DG,Deutschland,EAVXB6,types of waste,EAV-060106-G,Other acids,57.0,13.8,0.3,13.4,0.2
32111,Collection of waste disposal,JAHR,Jahr,2021,DINSG,Germany as a whole,DG,Deutschland,EAVXB6,types of waste,EAV-060199-U,Acids: waste not otherwise specified,,,,,
32111,Collection of waste disposal,JAHR,Jahr,2021,DINSG,Germany as a whole,DG,Deutschland,EAVXB6,Types of waste,EAV-060201-G,Calciumhydroxid,9.0,0.7,,0.5,0.2
32111,Collection of waste disposal,JAHR,Jahr,2021,DINSG,Germany as a whole,DG,Deutschland,EAVXB6,Types of waste,EAV-060203-G,Ammoniumhydroxid,15.0,1.5,0.0,1.5,
