Statistics_Code,Statistics_Label,time_code,time_label,Time,1_feature_code,1_feature_label,1_expression_code,1_expression_label,2_feature_code,2_Feature_Label,2_expression_code,2_expression_label,3_feature_code,3_feature_label,3_expression_code,3_expression_label,Sales_packaging_after_sorting
32136,Survey of returned sales packaging,JAHR,Jahr,2020,DINSG,Germany as a whole,DG,Deutschland,VPKVW1,types of exploitation,VPK-VW-STOFF,Other forms of recycling,MATAT2,material types,MAT-OTHER,Other materials,.
32136,Survey of returned sales packaging,JAHR,Jahr,2020,DINSG,Germany as a whole,DG,Deutschland,VPKVW1,types of exploitation,VPK-VW-STOFF,Other forms of recycling,MATAT2,material types,MAT-REST,Non-packaging of the same material / sorting residue,.
32136,Survey of returned sales packaging,JAHR,Jahr,2020,DINSG,Germany as a whole,DG,Deutschland,VPKVW1,types of exploitation,VPK-VW-STOFF,Other forms of recycling,MATAT2,material types,in,In total,95.2
32136,Survey of returned sales packaging,JAHR,Jahr,2020,DINSG,Germany as a whole,DG,Deutschland,VPKVW1,types of exploitation,VPK-VW-ENERG,Energetic utilization,MATAT2,material types,FOOD GLASS,Glas,
32136,Survey of returned sales packaging,JAHR,Jahr,2020,DINSG,Germany as a whole,DG,Deutschland,VPKVW1,types of exploitation,VPK-VW-ENERG,Energy utilization,MATAT2,material types,MAT-KST,Plastics,529.8
32136,Survey of returned sales packaging,JAHR,Jahr,2020,DINSG,Germany as a whole,DG,Deutschland,VPKVW1,types of exploitation,VPK-VW-ENERG,Energetic utilization,MATAT2,material types,MAT-PPK,"Paper, cardboard, cardboard",.
32136,Survey of returned sales packaging,JAHR,Jahr,2020,DINSG,Germany as a whole,DG,Deutschland,VPKVW1,types of exploitation,VPK-VW-ENERG,Energetic utilization,MATAT2,material types,MAT-MET,metals,
32136,Survey of returned sales packaging,JAHR,Jahr,2020,DINSG,Germany as a whole,DG,Deutschland,VPKVW1,types of exploitation,VPK-VW-ENERG,Energy utilization,MATAT2,material types,Mat-met-cry,Aluminium,
32136,Survey of returned sales packaging,JAHR,Jahr,2020,DINSG,Germany as a whole,DG,Deutschland,VPKVW1,types of exploitation,VPK-VW-ENERG,Energy utilization,MATAT2,material types,MAT-MET-STWB,"Steel, tinplate",
32136,Survey of returned sales packaging,JAHR,Jahr,2020,DINSG,Germany as a whole,DG,Deutschland,VPKVW1,types of exploitation,VPK-VW-ENERG,Energy utilization,MATAT2,material types,MAT-OTHER,Other materials,.
32136,Survey of returned sales packaging,JAHR,Jahr,2020,DINSG,Germany as a whole,DG,Deutschland,VPKVW1,types of exploitation,VPK-VW-ENERG,Energy utilization,MATAT2,material types,MAT-REST,Non-packaging of the same material / sorting residue,250.0
32136,Survey of returned sales packaging,JAHR,Jahr,2020,DINSG,Germany as a whole,DG,Deutschland,VPKVW1,types of exploitation,VPK-VW-ENERG,Energy utilization,MATAT2,material types,in,In total,780.7
32136,Survey of returned sales packaging,JAHR,Jahr,2020,DINSG,Germany as a whole,DG,Deutschland,VPKVW1,types of exploitation,VPK-VW-AND,Other forms of exploitation,MATAT2,material types,FOOD GLASS,Glas,
32136,Survey of returned sales packaging,JAHR,Jahr,2020,DINSG,Germany as a whole,DG,Deutschland,VPKVW1,types of exploitation,VPK-VW-AND,Other forms of exploitation,MATAT2,material types,MAT-KST,Plastics,
32136,Survey of returned sales packaging,JAHR,Jahr,2020,DINSG,Germany as a whole,DG,Deutschland,VPKVW1,types of exploitation,VPK-VW-AND,Other forms of exploitation,MATAT2,material types,MAT-PPK,"Paper, cardboard, cardboard",
32136,Survey of returned sales packaging,JAHR,Jahr,2020,DINSG,Germany as a whole,DG,Deutschland,VPKVW1,types of exploitation,VPK-VW-AND,Other forms of exploitation,MATAT2,material types,MAT-MET,metals,
32136,Survey of returned sales packaging,JAHR,Jahr,2020,DINSG,Germany as a whole,DG,Deutschland,VPKVW1,types of exploitation,VPK-VW-AND,Other forms of exploitation,MATAT2,material types,Mat-met-cry,Aluminium,
32136,Survey of returned sales packaging,JAHR,Jahr,2020,DINSG,Germany as a whole,DG,Deutschland,VPKVW1,types of exploitation,VPK-VW-AND,Other forms of exploitation,MATAT2,material types,MAT-MET-STWB,"steel, tinplate",
32136,Survey of returned sales packaging,JAHR,Jahr,2020,DINSG,Germany as a whole,DG,Deutschland,VPKVW1,types of exploitation,VPK-VW-AND,Other forms of exploitation,MATAT2,material types,MAT-OTHER,Other materials,
32136,Survey of returned sales packaging,JAHR,Jahr,2020,DINSG,Germany as a whole,DG,Deutschland,VPKVW1,types of exploitation,VPK-VW-AND,Other forms of exploitation,MATAT2,material types,MAT-REST,Non-packaging of the same material / sorting residue,.
32136,Survey of returned sales packaging,JAHR,Jahr,2020,DINSG,Germany as a whole,DG,Deutschland,VPKVW1,types of exploitation,VPK-VW-AND,Other forms of exploitation,MATAT2,material types,in,In total,.
32136,Survey of returned sales packaging,JAHR,Jahr,2020,DINSG,Germany as a whole,DG,Deutschland,VPKVW1,types of exploitation,VPK-VB,Other whereabouts,MATAT2,material types,FOOD GLASS,Glas,
32136,Survey of returned sales packaging,JAHR,Jahr,2020,DINSG,Germany as a whole,DG,Deutschland,VPKVW1,types of exploitation,VPK-VB,Other whereabouts,MATAT2,material types,MAT-KST,plastics,
32136,Survey of returned sales packaging,JAHR,Jahr,2020,DINSG,Germany as a whole,DG,Deutschland,VPKVW1,types of exploitation,VPK-VB,Other whereabouts,MATAT2,material types,MAT-PPK,"Paper, cardboard, cardboard",
32136,Survey of returned sales packaging,JAHR,Jahr,2020,DINSG,Germany as a whole,DG,Deutschland,VPKVW1,types of exploitation,VPK-VB,Other whereabouts,MATAT2,material types,MAT-MET,metals,
32136,Survey of returned sales packaging,JAHR,Jahr,2020,DINSG,Germany as a whole,DG,Deutschland,VPKVW1,types of exploitation,VPK-VB,Other whereabouts,MATAT2,material types,Mat-met-cry,Aluminium,
32136,Survey of returned sales packaging,JAHR,Jahr,2020,DINSG,Germany as a whole,DG,Deutschland,VPKVW1,types of exploitation,VPK-VB,Other whereabouts,MATAT2,material types,MAT-MET-STWB,"Steel, tinplate",
32136,Survey of returned sales packaging,JAHR,Jahr,2020,DINSG,Germany as a whole,DG,Deutschland,VPKVW1,types of exploitation,VPK-VB,Other whereabouts,MATAT2,material types,MAT-OTHER,Other materials,
32136,Survey of returned sales packaging,JAHR,Jahr,2020,DINSG,Germany as a whole,DG,Deutschland,VPKVW1,types of exploitation,VPK-VB,Other whereabouts,MATAT2,material types,MAT-REST,Non-packaging of the same material / sorting residue,.
32136,Survey of returned sales packaging,JAHR,Jahr,2020,DINSG,Germany as a whole,DG,Deutschland,VPKVW1,types of exploitation,VPK-VB,Other whereabouts,MATAT2,material types,in,In total,.
32136,Survey of returned sales packaging,JAHR,Jahr,2020,DINSG,Germany as a whole,DG,Deutschland,VPKVW1,types of exploitation,,In total,MATAT2,material types,FOOD GLASS,Glas,2040.8
32136,Survey of returned sales packaging,JAHR,Jahr,2020,DINSG,Germany as a whole,DG,Deutschland,VPKVW1,types of exploitation,,In total,MATAT2,material types,MAT-KST,plastics,1302.9
32136,Survey of returned sales packaging,JAHR,Jahr,2020,DINSG,Germany as a whole,DG,Deutschland,VPKVW1,types of exploitation,,In total,MATAT2,material types,MAT-PPK,"Paper, cardboard, cardboard",1872.3
32136,Survey of returned sales packaging,JAHR,Jahr,2020,DINSG,Germany as a whole,DG,Deutschland,VPKVW1,types of exploitation,,In total,MATAT2,material types,MAT-MET,metals,368.0
32136,Survey of returned sales packaging,JAHR,Jahr,2020,DINSG,Germany as a whole,DG,Deutschland,VPKVW1,types of exploitation,,In total,MATAT2,material types,Mat-met-cry,Aluminium,82.1
32136,Survey of returned sales packaging,JAHR,Jahr,2020,DINSG,Germany as a whole,DG,Deutschland,VPKVW1,types of exploitation,,In total,MATAT2,material types,MAT-MET-STWB,"Steel, tinplate",286.0
32136,Survey of returned sales packaging,JAHR,Jahr,2020,DINSG,Germany as a whole,DG,Deutschland,VPKVW1,types of exploitation,,In total,MATAT2,material types,MAT-OTHER,Other materials,139.8
32136,Survey of returned sales packaging,JAHR,Jahr,2020,DINSG,Germany as a whole,DG,Deutschland,VPKVW1,types of exploitation,,In total,MATAT2,material types,MAT-REST,Non-packaging of the same material / sorting residues,712.1
32136,Survey of returned sales packaging,JAHR,Jahr,2020,DINSG,Germany as a whole,DG,Deutschland,VPKVW1,types of exploitation,,In total,MATAT2,material types,in,In total,6436.0
